Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Altaria,54.4,dragon,flying,123.3,170.7,154,3241030,40,Dragon Breath,Sky Attack,Dragon Pulse
Amoonguss,54.4,grass,poison,134.4,121.7,208,3401081,40,Feint Attack,Grass Knot,Foul Play
Kangaskhan,54.4,normal,none,151.1,140.2,193,4089135,38,Mud Slap,Power-Up Punch,Outrage
Krookodile,54.4,ground,dark,173.4,124.1,167,3593154,29.5,Snarl,Crunch,Earthquake
Armaldo,54.3,rock,bug,174.2,138.9,148,3581018,36,Fury Cutter,Rock Blast,Cross Poison
Exeggutor,54.1,grass,psychic,176.3,118.8,168,3518637,31,Bullet Seed,Seed Bomb,Psychic
Simisage,54.1,grass,none,174.7,117,154,3146000,40,Vine Whip,Grass Knot,Crunch
Bronzong,54,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Bulldoze
Electrode,54,electric,none,148.6,148.6,134,2958043,40,Volt Switch,Discharge,Foul Play
Jellicent,53.8,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Alomomola,53.7,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump
Blissey,53.7,normal,none,104.8,142.3,396,5902713,38.5,Pound,Psychic,Hyper Beam
Wailord,53.7,water,none,150.2,80.6,286,3461814,40,Water Gun,Surf,Blizzard
Conkeldurr,53.5,fighting,none,175.1,117,173,3544639,27.5,Counter,Dynamic Punch,Stone Edge
Dewgong,53.5,water,ice,121.7,151.7,175,3231796,40,Ice Shard,Icy Wind,Water Pulse
Whimsicott,53.5,grass,fairy,141.5,150.9,134,2861378,40,Charm,Grass Knot,Moonblast
Haxorus,53.4,dragon,none,197,123.4,130,3161161,25.5,Counter,Dragon Claw,Night Slash
Hypno (Shadow),53.4,psychic,none,125.7,164.4,168,3470194,40,Confusion,Fire Punch,Ice Punch
Moltres (Shadow),53.4,fire,flying,176,133.4,149,3499508,26.5,Fire Spin,Sky Attack,Overheat
Staraptor,53.4,normal,flying,182.1,116.4,160,3391095,34,Wing Attack,Brave Bird,Close Combat
Raichu (Alolan),53.1,electric,psychic,170.7,133.6,134,3055127,40,Volt Switch,Wild Charge,Thunder Punch
Kyogre,52.9,water,none,174.3,153.3,133,3553837,22.5,Waterfall,Surf,Thunder
Scrafty,52.9,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch
Victreebel,52.9,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Zebstrika,52.9,electric,none,178.6,119.3,154,3282389,40,Spark,Wild Charge,Flame Charge
Vigoroth,52.8,normal,none,137.5,126.4,162,2816879,40,Counter,Body Slam,Brick Break
Torterra,52.6,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Aerodactyl,52.5,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Braviary,52.5,normal,flying,174.9,119.3,171,3566545,30,Air Slash,Brave Bird,Close Combat
Pidgeot,52.3,normal,flying,143,133.6,165,3152341,40,Gust,Brave Bird,Aerial Ace
Glalie,52.2,ice,none,139.9,139.9,162,3169900,40,Ice Shard,Avalanche,Shadow Ball
Houndoom (Shadow),52,dark,fire,183.8,121.5,151,3372978,38,Snarl,Crunch,Flamethrower
Torterra (Shadow),52,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Darmanitan (Galarian),51.7,ice,none,192.8,92.8,177,3166923,29,Ice Fang,Avalanche,Superpower
Cherrim (Sunshine),51.1,grass,none,146.2,132.8,147,2853529,40,Bullet Seed,Weather Ball (Fire),Solar Beam
Vileplume,51.1,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Dusknoir,51,ghost,none,154.1,212.6,113,3702110,40,Hex,Dark Pulse,Ominous Wind
Munchlax,51,normal,none,120.1,104.3,237,2969955,40,Lick,Body Slam,Bulldoze
Musharna,51,psychic,none,147.2,141,203,4213435,38,Charge Beam,Psyshock,Dazzling Gleam
Unfezant,51,normal,flying,179.3,124.9,154,3449489,37.5,Air Slash,Sky Attack,Hyper Beam
Noctowl,50.5,normal,flying,126.4,135.1,189,3229698,40,Wing Attack,Sky Attack,Psychic
Dusknoir (Shadow),50.4,ghost,none,154.1,212.6,113,3702110,40,Hex,Dark Pulse,Ominous Wind
Rotom (Wash),50.2,electric,water,169.6,182.2,118,3646515,38.5,Thunder Shock,Thunderbolt,Hydro Pump
Vespiquen,50,bug,flying,129.6,162,147,3086733,40,Fury Cutter,X-Scissor,Power Gem
Banette,49.8,ghost,none,184.1,111.4,139,2852160,40,Shadow Claw,Shadow Ball,Thunder
Exeggutor (Shadow),49.7,grass,psychic,176.3,118.8,168,3518637,31,Bullet Seed,Seed Bomb,Psychic
Slowking (Shadow),49.7,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Carnivine,49.5,grass,none,159.6,119.3,153,2914766,40,Vine Whip,Power Whip,Crunch
Cinccino,49.5,normal,none,168.3,114.6,154,2970656,40,Charm,Aqua Tail,Thunderbolt
Aerodactyl (Shadow),49.2,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Heatmor,49.2,fire,none,173.1,113.8,168,3309024,40,Fire Spin,Flamethrower,Thunder Punch
Slowbro (Shadow),49.2,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Yanmega,49.1,bug,flying,177.8,126.4,156,3506481,32,Wing Attack,Aerial Ace,Bug Buzz
Delphox,48.9,fire,psychic,171.9,147.8,141,3583476,30,Fire Spin,Flame Charge,Psychic
Miltank,48.8,normal,none,135.9,164.4,182,4066747,40,Tackle,Body Slam,Ice Beam
Dodrio,48.6,normal,flying,184.1,122.5,134,3022570,40,Feint Attack,Brave Bird,Drill Peck
Gigalith,48.6,rock,none,166.2,148.9,151,3736793,29,Smack Down,Rock Slide,Superpower
Exeggutor (Alolan),48.5,grass,dragon,174.1,121.7,168,3560792,31,Bullet Seed,Seed Bomb,Dragon Pulse
Golurk,48.5,ground,ghost,172.9,125.7,165,3584317,35,Mud Slap,Shadow Punch,Dynamic Punch
Slowbro,48.5,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Slowking,48.5,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Chimecho,48.3,psychic,none,150.2,146.2,154,3380882,40,Extrasensory,Psyshock,Shadow Ball
Walrein (Shadow),48.3,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Quagsire (Shadow),48.2,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge
Probopass (XL),48,rock,steel,126,243.7,142,4361605,50,Spark,Rock Slide,Thunderbolt
Spiritomb,47.9,ghost,dark,145.4,169.1,120,2951188,40,Sucker Punch,Shadow Ball,Ominous Wind
Darmanitan (Standard),47.7,fire,none,192.8,92.8,177,3166923,29,Incinerate,Rock Slide,Overheat
Quagsire,47.7,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge
Rapidash,47.4,fire,none,175.4,139.9,140,3435882,40,Incinerate,Drill Run,Flame Charge
Grumpig,47.3,psychic,none,147,160.4,162,3820392,40,Extrasensory,Shadow Ball,Psychic
Garbodor,47.1,poison,none,154.9,141.5,162,3549834,40,Infestation,Body Slam,Seed Bomb
Gurdurr,47.1,fighting,none,154.1,117.8,168,3048696,40,Poison Jab,Brick Break,Stone Edge
Infernape,47.1,fire,fighting,180.4,126.9,150,3434397,35.5,Fire Spin,Close Combat,Blast Burn
Masquerain,47.1,bug,flying,163.6,130.4,147,3135852,40,Infestation,Lunge,Ominous Wind
Breloom,47,grass,fighting,197.1,121.8,131,3146305,37.5,Counter,Dynamic Punch,Grass Knot
Emboar,47,fire,fighting,179.3,101.9,190,3470493,32,Ember,Rock Slide,Flame Charge
Golem (Alolan),47,rock,electric,161.3,156.1,152,3826753,32.5,Volt Switch,Wild Charge,Stone Edge
Mismagius (Shadow),46.8,ghost,none,173.1,156.8,131,3554051,37.5,Hex,Shadow Ball,Dark Pulse
Jynx,46.7,ice,psychic,186.5,128.8,139,3339630,40,Confusion,Avalanche,Ice Punch
Sudowoodo,46.7,rock,none,143.8,150.9,147,3191582,40,Counter,Rock Slide,Earthquake
Hydreigon,46.5,dark,dragon,175,135.6,148,3511771,25,Dragon Breath,Dark Pulse,Dragon Pulse
Tangela,46.5,grass,none,156.5,145.4,140,3185628,40,Vine Whip,Grass Knot,Sludge Bomb
Beheeyem,46.2,psychic,none,175.5,136.1,148,3534832,37,Confusion,Rock Slide,Psychic
Crobat,46.2,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Rayquaza,45.9,dragon,flying,189.7,117.2,147,3269277,23.5,Dragon Tail,Outrage,Aerial Ace
Banette (Shadow),45.8,ghost,none,184.1,111.4,139,2852160,40,Shadow Claw,Shadow Ball,Thunder
Simisear,45.8,fire,none,174.7,117,154,3146000,40,Fire Spin,Crunch,Flamethrower
Weavile (Shadow),45.8,dark,ice,185.2,133.9,136,3372180,32,Snarl,Avalanche,Foul Play
Aggron (Shadow),45.3,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Floatzel,45.3,water,none,186.5,101.9,168,3194442,40,Waterfall,Hydro Pump,Aqua Jet
Samurott,45.3,water,none,165.9,129.2,174,3729365,35.5,Fury Cutter,Megahorn,Hydro Pump
Mesprit,45,psychic,none,160.9,161.6,149,3875445,30.5,Confusion,Future Sight,Blizzard
Tentacruel,45,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Walrein,44.9,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Crobat (Shadow),44.6,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Porygon-Z (Shadow),44.6,normal,none,190.9,113.8,149,3236477,28,Lock On,Tri Attack,Blizzard
Lanturn,44.4,water,electric,127.2,120.1,223,3408461,40,Water Gun,Thunderbolt,Hydro Pump
Lunatone,44.4,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic
Solrock,44.4,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic
Nidoqueen,44.3,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Bisharp,44,dark,steel,181.9,139.7,135,3429208,36,Snarl,Dark Pulse,Iron Head
Exploud,44,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice
Weavile,44,dark,ice,185.2,133.9,136,3372180,32,Snarl,Avalanche,Foul Play
Manectric,43.7,electric,none,181.8,112.2,147,2998593,40,Snarl,Wild Charge,Flame Burst
Tyranitar (Shadow),43.7,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Stone Edge,Crunch
Venomoth (Shadow),43.7,bug,poison,153.3,124.9,147,2814233,40,Infestation,Poison Fang,Psychic
Weezing,43.7,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball
Hitmontop,43.6,fighting,none,148.6,175.4,120,3128067,40,Counter,Close Combat,Stone Edge
Mismagius,43.6,ghost,none,173.1,156.8,131,3554051,37.5,Hex,Shadow Ball,Dark Pulse
Arcanine (Shadow),43.4,fire,none,171.9,132.3,159,3615381,30.5,Snarl,Wild Charge,Flamethrower
Heatran,43.4,fire,steel,169.5,149.2,144,3641925,24,Fire Spin,Flamethrower,Stone Edge
Sawk,43.4,fighting,none,183.2,124.9,149,3409732,37.5,Poison Jab,Body Slam,Low Sweep
Tauros,43.4,normal,none,164.2,152.4,151,3779298,38.5,Tackle,Horn Attack,Earthquake
Aggron,43.1,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Venomoth,43.1,bug,poison,153.3,124.9,147,2814233,40,Infestation,Poison Fang,Psychic
Tyranitar,43,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Crunch,Stone Edge
Ambipom,42.8,normal,none,173.9,124.9,154,3343370,40,Scratch,Aerial Ace,Low Sweep
Probopass,42.8,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Thunderbolt
Alakazam (Shadow),42.5,psychic,none,203.4,131.7,114,3054135,30,Counter,Fire Punch,Shadow Ball
Alakazam,42.2,psychic,none,203.4,131.7,114,3054135,30,Counter,Fire Punch,Shadow Ball
Maractus,42.2,grass,none,170.7,114.6,154,3012496,40,Bullet Seed,Aerial Ace,Petal Blizzard
Azumarill (XL),42.1,water,fairy,106.7,140.3,201,3010128,50,Bubble,Ice Beam,Play Rough
Rhyperior,41.9,ground,rock,163.3,132.2,175,3779688,24.5,Mud Slap,Rock Wrecker,Surf
Sandslash,41.9,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Sawsbuck,41.6,normal,grass,168.3,127.2,162,3469800,40,Feint Attack,Wild Charge,Megahorn
Metagross (Shadow),41.5,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Psychic
Metagross,41.3,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Earthquake
Rhydon,41,ground,rock,164.7,130.9,175,3774720,29,Mud Slap,Stone Edge,Surf
Nidoqueen (Shadow),40.9,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Nidoking,40.6,poison,ground,171.2,132.1,161,3641975,38.5,Fury Cutter,Earth Power,Megahorn
Vanilluxe,40.4,ice,none,171.5,147.9,143,3626933,34.5,Frost Breath,Blizzard,Signal Beam
Sunflora,40.3,grass,none,158.1,118.5,154,2885532,40,Bullet Seed,Sludge Bomb,Petal Blizzard
Noivern,40.1,flying,dragon,162.4,143,164,3808934,37,Air Slash,Hurricane,Psychic
Rampardos,40.1,rock,none,212.1,85.5,161,2920311,28,Smack Down,Rock Slide,Flamethrower
Flareon,39.8,fire,none,185.2,138.9,130,3342522,30.5,Fire Spin,Flamethrower,Overheat
Weezing (Shadow),39.7,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball
Terrakion,39.5,rock,fighting,178.3,134.3,146,3495645,25,Smack Down,Close Combat,Rock Slide
Golem,39.1,rock,ground,161.3,156.1,152,3826753,32.5,Mud Shot,Stone Edge,Earthquake
Espeon,38.9,psychic,none,189.7,134.8,126,3221803,28.5,Confusion,Psychic,Last Resort
Tornadus (Incarnate),38.9,flying,none,189.5,124.3,138,3249327,27,Air Slash,Grass Knot,Dark Pulse
Torkoal,38.8,fire,none,131.2,172.3,147,3322507,40,Fire Spin,Overheat,Earthquake
Sigilyph,38.6,psychic,flying,170.9,142.5,149,3629080,39.5,Air Slash,Ancient Power,Signal Beam
Darkrai,38.2,dark,none,193.1,137.4,120,3183878,24,Snarl,Dark Pulse,Shadow Ball
Throh,37.9,fighting,none,145.9,136.5,214,4263964,39,Low Kick,Body Slam,Low Sweep
Azelf,37.7,psychic,none,196.1,117.7,136,3138633,28.5,Confusion,Future Sight,Fire Blast
Gorebyss,37.7,water,none,178.6,153.3,127,3477746,40,Water Gun,Psychic,Water Pulse
Nidoking (Shadow),37.5,poison,ground,171.2,132.1,161,3641975,38.5,Fury Cutter,Earth Power,Megahorn
Swalot,37.2,poison,none,122.5,137.5,189,3183660,40,Infestation,Sludge Bomb,Ice Beam
Chandelure,37,ghost,fire,194.8,137.3,118,3155385,27.5,Fire Spin,Shadow Ball,Flame Charge
Meowstic (Female),37,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Shadow Ball
Meowstic (Male),36.6,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Thunderbolt
Mr. Mime,36.4,psychic,fairy,163.6,173.9,106,3014969,40,Confusion,Psychic,Shadow Ball
Reuniclus,36.1,psychic,none,165.5,120.9,188,3761873,34,Hidden Power (Psychic),Shadow Ball,Future Sight
Salamence,36.1,dragon,flying,186.5,118.4,150,3310430,24.5,Dragon Tail,Outrage,Fire Blast
Octillery,35.8,water,none,167.5,123.3,154,3181011,40,Water Gun,Octazooka,Aurora Beam
Cacturne,35.4,grass,dark,186.5,102.7,147,2816804,40,Sucker Punch,Dark Pulse,Grass Knot
Claydol,34.9,ground,psychic,122.5,192.8,134,3165267,40,Confusion,Earth Power,Psychic
Starmie,34.9,water,psychic,174.8,155.1,131,3552732,39.5,Water Gun,Psychic,Ice Beam
Cacturne (Shadow),34.8,grass,dark,186.5,102.7,147,2816804,40,Sucker Punch,Dark Pulse,Grass Knot
Xatu,34.8,psychic,flying,163.6,127.2,140,2914125,40,Air Slash,Aerial Ace,Future Sight
Probopass (Shadow),34.6,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Weezing (Galarian),34.6,poison,fairy,149.4,167.5,140,3503561,40,Tackle,Sludge,Overheat
Absol,34.5,dark,none,204.8,105.9,139,3015273,39,Snarl,Dark Pulse,Megahorn
Salamence (Shadow),34.3,dragon,flying,186.5,118.4,150,3310430,24.5,Dragon Tail,Outrage,Fire Blast
Camerupt,34.2,fire,ground,165.2,119.3,147,2897507,40,Ember,Overheat,Earth Power
Runerigus,33.7,ground,ghost,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Sand Tomb
Bastiodon (XL),33.4,rock,steel,91.6,252.9,142,3289653,50,Smack Down,Stone Edge,Flamethrower
Stantler (Shadow),33.3,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp
Sandslash (Shadow),33,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Absol (Shadow),32.7,dark,none,204.8,105.9,139,3015273,39,Snarl,Dark Pulse,Megahorn
Lairon,32.4,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam
Accelgor,31.9,bug,none,185.7,106.7,162,3209967,40,Infestation,Signal Beam,Focus Blast
Lairon (Shadow),30.8,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam
Stantler,30.6,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp
Hitmonlee (Shadow),29.9,fighting,none,184.5,153.2,118,3336033,38.5,Rock Smash,Close Combat,Stone Edge
Regigigas,29.7,normal,none,180.6,135.3,141,3444764,21,Hidden Power (Ground),Thunder,Focus Blast
Cofagrigus,29,ghost,none,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Dark Pulse
Hitmonlee,27.9,fighting,none,184.5,153.2,118,3336033,38.5,Rock Smash,Close Combat,Stone Edge
Deoxys (Speed),27.8,psychic,none,179.9,173.9,110,3443005,33,Charge Beam,Psycho Boost,Thunderbolt
Slaking,27.2,normal,none,180.8,106.4,179,3445835,20.5,Yawn,Body Slam,Earthquake
Lopunny,26.6,normal,none,135.1,165.2,140,3125032,40,Low Kick,Fire Punch,Focus Blast
Cherrim (Overcast),23.8,grass,none,146.2,132.8,147,2853529,40,Bullet Seed,Solar Beam,Dazzling Gleam
