Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Kingler,71.7,water,none,187.3,148.3,120,3333406,35.5,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Krookodile,71.5,ground,dark,171.9,126.9,166,3621044,31,Snarl,Crunch,Earthquake,4,5,5,75000
Nidoking,71.5,poison,ground,171.1,133.4,160,3650589,39,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Rotom (Wash),71.5,electric,water,169.5,181.3,119,3655529,39,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Salamence (Shadow),71.5,dragon,flying,186.5,117.7,152,3335828,24.5,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Salamence,71.4,dragon,flying,186.5,117.7,152,3335828,24.5,Dragon Tail,Outrage,Fire Blast,7,9,5,75000
Yanmega,71.4,bug,flying,176.3,125.9,159,3530271,31.5,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Simisage,71.3,grass,none,173.1,117,154,3117529,40,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Metagross (Shadow),71.1,steel,psychic,172.1,156.4,134,3607384,24,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Stunfisk,71,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge,5,5,5,75000
Magmar,70.9,fire,none,173.9,133.6,139,3227811,40,Karate Chop,Fire Punch,Return,5,9,5,75000
Stoutland,70.9,normal,none,161.3,150.6,159,3862646,35.5,Lick,Wild Charge,Crunch,15,15,1,10000
Emboar,70.8,fire,fighting,178.5,104.1,188,3494597,32,Ember,Blast Burn,Rock Slide,9,8,3,10000
Ursaring,70.8,normal,none,180.7,118.9,161,3459168,33.5,Counter,Close Combat,Return,7,10,3,50000
Piloswine (Shadow),70.6,ice,ground,154.1,120.9,188,3503224,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Porygon-Z,70.6,normal,none,191.1,117.7,145,3261158,28.5,Lock On,Tri Attack,Return,10,14,3,50000
Flareon,70.5,fire,none,184.4,139.4,131,3369105,31,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Ninetales,70.5,fire,none,143.8,162,151,3518732,40,Fire Spin,Solar Beam,Weather Ball (Fire),8,4,3,50000
Seaking,70.5,water,none,150.2,128,162,3114351,40,Poison Jab,Drill Run,Icy Wind,7,7,3,50000
Houndoom (Shadow),70.3,dark,fire,180.2,125.7,152,3441593,40,Snarl,Crunch,Flamethrower,4,5,3,50000
Beartic,70.1,ice,none,173.4,121.5,169,3559666,30,Powder Snow,Ice Punch,Surf,5,5,3,50000
Crawdaunt,70.1,water,dark,186.5,124.1,138,3193557,40,Snarl,Night Slash,Crabhammer,3,4,3,50000
Dusknoir,70,ghost,none,154.1,210.2,113,3660822,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Lanturn,70,water,electric,127.2,120.1,223,3408461,40,Spark,Thunderbolt,Hydro Pump,7,10,3,50000
Delphox,69.9,fire,psychic,171.9,146.9,143,3612854,30.5,Fire Spin,Flame Charge,Psychic,5,6,3,10000
Noivern,69.9,flying,dragon,162.5,144,164,3839588,36.5,Air Slash,Hurricane,Psychic,8,7,5,75000
Houndoom,69.7,dark,fire,180.2,125.7,152,3441593,40,Snarl,Crunch,Flamethrower,4,5,3,50000
Dusknoir (Shadow),69.6,ghost,none,154.1,210.2,113,3660822,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Omastar,69.6,rock,water,163.3,163.3,143,3813506,36.5,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Mismagius,69.5,ghost,none,174.5,157.3,130,3568968,38,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Carracosta,69.3,water,rock,159.5,164.2,149,3901360,38.5,Water Gun,Surf,Body Slam,14,12,5,75000
Mismagius (Shadow),69.3,ghost,none,174.5,157.3,130,3568968,38,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Beheeyem,69.1,psychic,none,174.1,136.3,150,3560325,36.5,Confusion,Rock Slide,Psychic,4,5,3,50000
Pyroar,68.9,fire,normal,173.3,125.6,164,3568870,36.5,Fire Fang,Flame Charge,Overheat,10,11,3,10000
Weavile,68.9,dark,ice,183.7,136.1,136,3399317,30,Snarl,Avalanche,Foul Play,4,4,3,50000
Banette,68.8,ghost,none,182.6,111.4,139,2827677,40,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Froslass,68.7,ice,ghost,147,130.4,147,2817722,40,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Greninja,68.7,water,dark,179.7,129.5,149,3466117,39,Bubble,Night Slash,Surf,4,4,3,10000
Kangaskhan,68.6,normal,none,152.2,139.7,193,4103142,39,Mud Slap,Stomp,Crunch,5,6,3,50000
Hypno (Shadow),68.4,psychic,none,125.7,164.4,168,3470194,40,Confusion,Thunder Punch,Fire Punch,4,4,3,50000
Nidoking (Shadow),68.3,poison,ground,171.1,133.4,160,3650589,39,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Aerodactyl,68.1,rock,flying,174,134.5,153,3580896,37,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Heatmor,68.1,fire,none,173.1,113.8,166,3269630,40,Fire Spin,Flamethrower,Thunder Punch,6,4,3,50000
Musharna,68,psychic,none,146.4,139.4,208,4246921,38,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Gigalith,67.9,rock,none,164.7,153.3,149,3763758,28.5,Smack Down,Rock Slide,Superpower,6,5,3,50000
Eelektross,67.8,electric,none,172.8,127.4,164,3610805,38.5,Spark,Dragon Claw,Crunch,5,6,1,10000
Tangela (Shadow),67.7,grass,none,156.5,143.8,140,3151001,40,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Armaldo (Shadow),67.6,rock,bug,172.2,143.4,146,3604964,34.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Kabutops,67.6,rock,water,175.8,155.4,130,3549720,39,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Scyther,67.6,bug,flying,173.1,143.6,144,3577958,37.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Tangela,67.6,grass,none,156.5,143.8,140,3151001,40,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Aerodactyl (Shadow),67.5,rock,flying,174,134.5,153,3580896,37,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Sawk,67.1,fighting,none,181.3,127.2,149,3434728,35,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Carnivine,67,grass,none,159.6,119.3,153,2914766,40,Vine Whip,Power Whip,Crunch,7,6,5,75000
Sudowoodo,66.8,rock,none,143.8,150.9,147,3191582,40,Counter,Rock Slide,Earthquake,7,10,5,75000
Wailord,66.7,water,none,148.6,80.6,286,3425374,40,Water Gun,Surf,Blizzard,14,25,1,10000
Electabuzz,66.5,electric,none,168.3,135.1,140,3184841,40,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Ursaring (Shadow),66.5,normal,none,180.7,118.9,161,3459168,33.5,Counter,Close Combat,Hyper Beam,7,12,3,50000
Banette (Shadow),66.2,ghost,none,182.6,111.4,139,2827677,40,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Vigoroth,65.9,normal,none,137.5,126.4,162,2816879,40,Counter,Body Slam,Brick Break,5,5,5,75000
Archeops,65.6,rock,flying,208.1,107.9,133,2985371,27.5,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Quagsire,65.5,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge,8,7,3,50000
Probopass (Shadow),65.3,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Rhyperior,65.2,ground,rock,163.6,136.9,170,3809219,25,Smack Down,Rock Wrecker,Superpower,7,5,3,50000
Dewgong,65.1,water,ice,121.7,151.7,175,3231796,40,Ice Shard,Icy Wind,Water Pulse,5,6,3,50000
Electrode,65.1,electric,none,148.6,148.6,134,2958043,40,Volt Switch,Discharge,Hyper Beam,3,5,3,50000
Mienshao,65.1,fighting,none,203.4,109.4,137,3047401,36.5,Poison Jab,Brick Break,Stone Edge,5,8,3,50000
Probopass,65.1,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Thunderbolt,6,7,3,50000
Grumpig,65,psychic,none,147,159.6,161,3778106,40,Extrasensory,Psychic,Shadow Ball,6,6,1,10000
Walrein (Shadow),65,ice,water,146.4,148,197,4269506,38,Waterfall,Blizzard,Earthquake,10,9,3,50000
Armaldo,64.9,rock,bug,172.2,143.4,146,3604964,34.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Garbodor,64.8,poison,none,154.1,141.5,161,3509922,40,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Walrein,64.8,ice,water,146.4,148,197,4269506,38,Waterfall,Blizzard,Earthquake,10,9,3,50000
Golem,64.7,rock,ground,162.1,155.3,153,3851246,32.5,Mud Shot,Stone Edge,Earthquake,7,8,1,10000
Glalie,64.6,ice,none,139.9,139.9,162,3169900,40,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Cherrim (Sunshine),64.2,grass,none,146.2,132.8,147,2853529,40,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Huntail,64.2,water,none,166.8,153.3,126,3221356,40,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Amoonguss,64.1,grass,poison,134.4,121.7,208,3401081,40,Feint Attack,Grass Knot,Sludge Bomb,9,9,3,50000
Porygon-Z (Shadow),64.1,normal,none,191.1,117.7,145,3261158,28.5,Lock On,Tri Attack,Blizzard,10,15,3,50000
Tyranitar (Shadow),63.9,rock,dark,167.7,143.8,154,3713313,23.5,Smack Down,Crunch,Stone Edge,6,7,5,75000
Chimecho,63.8,psychic,none,148.6,146.2,154,3345294,40,Extrasensory,Psyshock,Shadow Ball,5,6,5,75000
Dodrio,63.8,normal,flying,181.8,122.5,134,2983653,40,Feint Attack,Brave Bird,Drill Peck,10,7,3,50000
Rhydon,63.5,ground,rock,163.3,132.4,176,3804487,29,Mud Slap,Stone Edge,Surf,7,5,3,50000
Sigilyph,63.3,psychic,flying,171.8,142,149,3636189,39,Air Slash,Signal Beam,Ancient Power,7,5,5,75000
Tyranitar,62.8,rock,dark,167.7,143.8,154,3713313,23.5,Smack Down,Crunch,Stone Edge,6,7,5,75000
Venomoth,62.8,bug,poison,153.3,124.9,147,2814233,40,Confusion,Poison Fang,Psychic,3,5,3,50000
Darmanitan (Galarian),62.7,ice,none,193.7,93.6,176,3191384,29.5,Ice Fang,Avalanche,Superpower,9,8,3,50000
Quagsire (Shadow),62.7,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge,8,7,3,50000
Venomoth (Shadow),62.7,bug,poison,153.3,124.9,147,2814233,40,Confusion,Poison Fang,Psychic,3,5,3,50000
Gurdurr,62.6,fighting,none,154.1,117.8,168,3048696,40,Poison Jab,Brick Break,Stone Edge,5,8,5,75000
Absol (Shadow),62.5,dark,none,204.7,106.3,139,3025477,39.5,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Jynx,62.4,ice,psychic,186,129.5,139,3346452,39,Confusion,Avalanche,Psyshock,4,4,5,75000
Masquerain,62.4,bug,flying,162.8,130.4,146,3099474,40,Infestation,Lunge,Air Cutter,4,5,1,10000
Lunatone,62.3,rock,psychic,152.5,132.8,173,3503456,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Solrock,62.3,rock,psychic,152.5,132.8,173,3503456,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Weezing,62,poison,none,147.8,167.5,140,3466486,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Simipour,61.9,water,none,173.1,117,154,3117529,40,Water Gun,Surf,Crunch,14,15,3,50000
Sandslash,61.8,ground,none,154.1,150.2,154,3563632,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Simisear,61.4,fire,none,173.1,117,154,3117529,40,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Maractus,61.3,grass,none,169.1,114.6,154,2984602,40,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Torkoal,61.2,fire,none,131.2,172.3,147,3322507,40,Fire Spin,Overheat,Earthquake,6,7,3,50000
Sawsbuck,61.1,normal,grass,168.3,126.4,161,3426963,40,Feint Attack,Wild Charge,Megahorn,8,10,3,50000
Ambipom (Shadow),60.8,normal,none,172.3,124.9,154,3312976,40,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Absol,60.7,dark,none,204.7,106.3,139,3025477,39.5,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Clawitzer,60.7,water,none,174.1,142.5,144,3572394,36.5,Water Gun,Crabhammer,Dark Pulse,17,17,3,50000
Miltank,60.6,normal,none,135.9,164.4,180,4022057,40,Tackle,Body Slam,Ice Beam,18,28,5,75000
Sunflora,60.5,grass,none,158.1,118.5,154,2885532,40,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Vespiquen,60.4,bug,flying,129.6,162,147,3086733,40,Fury Cutter,X-Scissor,Power Gem,9,15,3,50000
Cinccino,60,normal,none,166.8,114.6,154,2942762,40,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Mr. Mime,60,psychic,fairy,162,173.9,106,2985839,40,Confusion,Psychic,Shadow Ball,5,5,5,75000
Meowstic (Female),59.7,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Shadow Ball,5,5,3,50000
Meowstic (Male),59.6,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Thunderbolt,5,5,3,50000
Espeon,59.3,psychic,none,191.1,134.8,126,3246027,28.5,Confusion,Psychic,Shadow Ball,5,5,5,75000
Swalot,59.3,poison,none,122.5,137.5,189,3183660,40,Infestation,Sludge Bomb,Ice Beam,5,5,1,10000
Weezing (Shadow),59.1,poison,none,147.8,167.5,140,3466486,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Spiritomb,58.7,ghost,dark,145.4,169.1,120,2951188,40,Sucker Punch,Shadow Ball,Ominous Wind,8,7,5,75000
Throh,58.2,fighting,none,144.9,137.8,214,4273086,39.5,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Xatu,58,psychic,flying,163.6,127.2,140,2914125,40,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Claydol,57.8,ground,psychic,122.5,192.8,134,3165267,40,Confusion,Earth Power,Psychic,5,5,3,50000
Rampardos,57.8,rock,none,211,86.1,162,2942449,27,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Sandslash (Shadow),57.8,ground,none,154.1,150.2,154,3563632,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Starmie,57.8,water,psychic,174.2,153.8,133,3562856,39,Water Gun,Psychic,Ice Beam,19,19,3,50000
Reuniclus,57.5,psychic,none,164.2,121.5,190,3789296,33,Hidden Power (Psychic),Future Sight,Shadow Ball,9,7,3,50000
Ambipom,57.4,normal,none,172.3,124.9,154,3312976,40,Scratch,Aerial Ace,Return,23,35,3,50000
Floatzel,57.1,water,none,185.7,101.2,168,3156248,40,Waterfall,Hydro Pump,Aqua Jet,10,6,3,50000
Vanilluxe,56.2,ice,none,169.9,150.2,143,3650141,34.5,Frost Breath,Blizzard,Signal Beam,15,11,3,50000
Furfrou,56.1,normal,none,141.5,143.8,154,3133496,40,Sucker Punch,Surf,Grass Knot,6,8,5,75000
Exploud,55.8,normal,none,153.3,119.3,194,3549477,40,Bite,Crunch,Disarming Voice,23,23,1,10000
Munchlax,55.8,normal,none,120.1,104.3,237,2969955,40,Lick,Body Slam,Bulldoze,12,20,5,10000
Dubwool,55.7,normal,none,137.5,168.3,150,3472195,40,Tackle,Body Slam,Wild Charge,18,23,3,10000
Lairon,55,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Lairon (Shadow),54.9,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Camerupt,54.6,fire,ground,165.2,119.3,147,2897507,40,Ember,Earth Power,Overheat,10,10,3,50000
Gorebyss,54.1,water,none,177.8,153.3,126,3435095,40,Water Gun,Psychic,Water Pulse,19,20,3,50000
Sliggoo,53.9,dragon,none,137.5,150.9,145,3009779,40,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Accelgor,52.6,bug,none,185.7,106.7,160,3170338,40,Infestation,Signal Beam,Focus Blast,5,7,3,50000
Tauros,52.1,normal,none,163.9,153.1,151,3789191,37,Tackle,Horn Attack,Earthquake,18,33,3,50000
Weezing (Galarian),52.1,poison,fairy,147.8,167.5,140,3466486,40,Tackle,Sludge,Play Rough,20,30,3,50000
Octillery,51.6,water,none,166,123.3,154,3151001,40,Water Gun,Octazooka,Aurora Beam,17,20,1,10000
Hitmonlee (Shadow),50.8,fighting,none,186.1,152.4,118,3347140,38.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Lilligant,50.4,grass,none,179.7,133.4,145,3475281,39,Hidden Power (Grass),Petal Blizzard,Hyper Beam,9,10,1,10000
Runerigus,49.9,ground,ghost,140.7,198.4,130,3627614,40,Astonish,Shadow Ball,Sand Tomb,7,5,3,50000
Hitmonlee,49.6,fighting,none,186.1,152.4,118,3347140,38.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Stantler (Shadow),43.9,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp,23,20,3,50000
Cherrim (Overcast),43.4,grass,none,146.2,132.8,147,2853529,40,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Stantler,42.3,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp,23,20,3,50000
Lopunny,34.5,normal,none,135.1,165.2,140,3125032,40,Low Kick,Fire Punch,Focus Blast,8,15,3,50000
Slaking,31.7,normal,none,180,108.4,178,3471096,21,Yawn,Body Slam,Earthquake,3,6,5,75000
