Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Umbreon,53.7,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Psychic,4,5,5,75000
Espeon,53.6,psychic,none,218.1,150.2,140,4585373,40,Confusion,Psychic,Shadow Ball,5,5,5,75000
Sawk,53.6,fighting,none,194.4,132.8,154,3975109,40,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Vanilluxe,53.2,ice,none,184.1,157.3,149,4314985,40,Frost Breath,Blizzard,Signal Beam,15,11,3,50000
Armaldo,53.1,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Sandslash,52.9,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Slowking (Shadow),52.9,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard,5,7,3,50000
Kangaskhan,52.6,normal,none,154.9,142.3,195,4296820,40,Mud Slap,Stomp,Crunch,5,6,3,50000
Kabutops,52.5,rock,water,185.7,158.9,134,3953236,40,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Probopass,52.3,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Walrein (Shadow),51.9,ice,water,155.7,150.9,203,4770673,40,Waterfall,Earthquake,Blizzard,9,10,3,50000
Gothitelle,51.7,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Walrein,51.7,ice,water,155.7,150.9,203,4770673,40,Waterfall,Earthquake,Blizzard,9,10,3,50000
Cradily (Shadow),51.4,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Unfezant,51.4,normal,flying,190.5,127.2,162,3925924,40,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Beheeyem,51.2,psychic,none,186.5,140.7,154,4040515,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Probopass (Shadow),51.2,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Cradily,51,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Grass Knot,Stone Edge,4,5,3,50000
Musharna,50.5,psychic,none,156.5,143,211,4722916,40,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Sandslash (Shadow),50.4,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Starmie,47.6,water,psychic,177.8,157.3,134,3747351,40,Water Gun,Psychic,Ice Beam,19,19,3,50000
Garbodor,45.4,poison,none,154.9,141.5,162,3549834,40,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Weezing,45,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Reuniclus,44.9,psychic,none,181,128.8,203,4732636,40,Hidden Power (Psychic),Shadow Ball,Future Sight,7,9,3,50000
Miltank,44.3,normal,none,135.9,164.4,182,4066747,40,Tackle,Body Slam,Ice Beam,18,28,5,75000
Grumpig,43.7,psychic,none,147,160.4,162,3820392,40,Extrasensory,Psychic,Shadow Ball,6,6,1,10000
Noivern,43.2,flying,dragon,173.9,150.2,168,4386009,40,Air Slash,Hurricane,Psychic,8,7,5,75000
Exploud,43.1,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice,23,23,1,10000
Runerigus,43.1,ground,ghost,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Sand Tomb,7,5,3,50000
Weezing (Shadow),43,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Lunatone,42.6,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Solrock,42.6,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Throh,41.9,fighting,none,147.8,138.3,217,4435304,40,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Hitmonlee,41.8,fighting,none,188.9,154.9,120,3510906,40,Rock Smash,Close Combat,Brick Break,7,5,5,75000
Sigilyph,41.2,psychic,flying,173.1,143.8,150,3734141,40,Air Slash,Signal Beam,Ancient Power,7,5,5,75000
Tauros,39.8,normal,none,168.3,156.5,154,4056481,40,Tackle,Horn Attack,Earthquake,18,33,3,50000
Hitmonlee (Shadow),37.9,fighting,none,188.9,154.9,120,3510906,40,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Weezing (Galarian),37.2,poison,fairy,149.4,167.5,140,3503561,40,Tackle,Sludge,Play Rough,20,30,3,50000
Lilligant,35,grass,none,181,134.4,147,3574256,40,Hidden Power (Grass),Petal Blizzard,Hyper Beam,9,10,1,10000
