Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Ambipom,74.5,normal,none,79.2,55.5,72,316581,8,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Kakuna (Shadow),74.5,bug,poison,51.3,75.6,120,465181,50,Bug Bite,Struggle,Frustration,34,24,1,10000
Skuntank (Shadow),74.5,poison,dark,70.9,54.8,90,349676,8,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Snorlax (Shadow),74.5,normal,none,62.6,57.8,110,398058,6,Lick,Body Slam,Superpower,12,14,5,75000
Whirlipede,74.5,bug,poison,57.8,103,72,428884,17,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Exeggutor (Alolan),74.4,grass,dragon,78.5,54.3,74,315650,6.5,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Linoone (Galarian),74.3,dark,normal,66.1,62.1,91,373617,11.5,Snarl,Body Slam,Gunk Shot,3,6,1,10000
Pikachu (5th Anniversary),74.3,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Wild Charge,Fly,5,5,1,10000
Pikachu (Flying),74.3,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Wild Charge,Fly,5,5,1,10000
Pupitar (Shadow),74.1,rock,ground,70.5,61.1,82,353271,11,Bite,Crunch,Ancient Power,23,23,5,75000
Sableye (Shadow),74.1,dark,ghost,70.3,71.8,70,353316,13,Shadow Claw,Foul Play,Shadow Sneak,6,6,5,75000
Gastrodon (East),74,water,ground,66.4,59.3,95,374078,8,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Gastrodon (West),74,water,ground,66.4,59.3,95,374078,8,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Jumpluff (Shadow),74,grass,flying,55.7,89.7,88,439910,11.5,Bullet Seed,Aerial Ace,Energy Ball,4,5,3,50000
Magneton (Shadow),74,electric,steel,83.7,66,54,298258,7.5,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Bibarel (Shadow),73.9,normal,water,71.9,57.1,84,344976,10.5,Water Gun,Surf,Hyper Fang,14,17,1,10000
Hoppip,73.9,grass,flying,55.3,83.3,97,447109,38,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Magnemite (Shadow),73.9,electric,steel,85,65,53,292659,14,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Venomoth (Shadow),73.8,bug,poison,73.5,62.7,73,336682,9,Infestation,Poison Fang,Psychic,3,5,3,50000
Lickilicky,73.7,normal,none,61.9,69.8,93,401872,8,Lick,Body Slam,Shadow Ball,12,19,3,50000
Stoutland,73.7,normal,none,72.1,66.1,71,338381,6.5,Ice Fang,Wild Charge,Crunch,9,9,1,10000
Cinccino,73.6,normal,none,78.3,53.9,75,316357,8.5,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Venusaur,73.6,grass,poison,70.5,69.8,71,349800,7,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Kricketune,73.4,bug,none,74.9,50.5,88,332884,11,Fury Cutter,X-Scissor,Aerial Ace,9,12,1,10000
Armaldo,73.3,rock,bug,77.5,63.1,65,317633,6.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Pidgeotto,73.3,normal,flying,65.7,62,93,378883,16,Wing Attack,Aerial Ace,Twister,7,7,1,10000
Pidove,73.2,normal,flying,66,58.9,97,377261,23,Air Slash,Aerial Ace,Heat Wave,5,9,1,10000
Rattata,73.2,normal,none,74.3,58.5,77,334282,26.5,Quick Attack,Body Slam,Hyper Fang,5,8,1,10000
Lanturn,73.1,water,electric,61.1,59.1,113,408518,9,Water Gun,Thunderbolt,Hydro Pump,19,25,3,50000
Pikachu (Rock Star),73.1,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Meteor Mash,Thunder Punch,6,5,1,10000
Archen,73,rock,flying,91.7,43.5,67,267316,10,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Joltik,72.9,bug,electric,67.2,64.4,86,372038,18.5,Sucker Punch,Cross Poison,Discharge,5,7,3,50000
Swalot,72.9,poison,none,60,70.3,98,413683,9.5,Infestation,Ice Beam,Sludge Bomb,5,5,1,10000
Diglett (Alolan),72.8,ground,steel,80.6,66.9,57,307267,29,Mud Slap,Mud Bomb,Rock Tomb,5,8,3,50000
Rattata (Shadow),72.7,normal,none,74.3,58.5,77,334282,26.5,Quick Attack,Body Slam,Hyper Fang,5,8,1,10000
Servine,72.5,grass,none,61.8,81,80,400730,13.5,Vine Whip,Grass Knot,Leaf Tornado,7,5,3,10000
Zigzagoon (Galarian),72.5,dark,normal,53.8,79,108,458776,50,Tackle,Body Slam,Dig,18,40,1,10000
Pansage,72.4,grass,none,66.1,64.3,89,378071,19.5,Vine Whip,Crunch,Seed Bomb,6,5,3,50000
Golurk,72.3,ground,ghost,77.8,56,73,318251,6.5,Mud Slap,Dynamic Punch,Shadow Punch,7,5,5,75000
Metapod,72.3,bug,none,50.4,78.1,126,496448,50,Bug Bite,Struggle,,34,0,1,10000
Baltoy,72.2,ground,psychic,54.6,91.7,90,451165,25.5,Confusion,Psybeam,Gyro Ball,5,5,3,50000
Sewaddle,72.2,bug,grass,59.7,83,83,411740,20,Bug Bite,Seed Bomb,Silver Wind,14,15,1,10000
Lilligant,72.1,grass,none,79.4,61.6,64,313031,7.5,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Pinsir,72.1,bug,none,81.5,65.7,57,305478,6.5,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Sunkern,72,grass,none,58.8,58.8,98,339071,50,Razor Leaf,Grass Knot,Seed Bomb,13,10,3,50000
Garbodor,71.9,poison,none,70.2,67.2,75,353479,8,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Marowak (Shadow),71.9,ground,none,64.5,84.4,71,386641,10.5,Mud Slap,Bone Club,Earthquake,5,9,3,50000
Pinsir (Shadow),71.9,bug,none,81.5,65.7,57,305478,6.5,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Bibarel,71.8,normal,water,71.9,57.1,84,344976,10.5,Water Gun,Surf,Hyper Fang,14,17,1,10000
Rhyhorn,71.8,ground,rock,65.2,64.3,90,377750,11.5,Mud Slap,Stomp,Horn Attack,5,5,3,50000
Breloom,71.6,grass,fighting,88,54.5,59,282851,7,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Arbok (Shadow),71.5,poison,none,72.2,68.9,69,343310,10,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Archeops,71.3,rock,flying,94,46.8,59,259590,5.5,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Combee,71.3,bug,flying,56,81.9,96,439802,49,Bug Bite,Bug Buzz,,20,0,3,50000
Emolga,71.3,electric,flying,73.8,63.9,71,334947,11.5,Thunder Shock,Aerial Ace,Discharge,5,5,1,10000
Hoppip (Shadow),71.3,grass,flying,55.3,83.3,97,447109,38,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Sharpedo (Shadow),71.3,water,dark,96.5,38,70,256610,8.5,Waterfall,Crunch,Poison Fang,6,5,3,50000
Shiftry,71.2,grass,dark,76.5,51,82,320325,8,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Togetic,71.2,fairy,flying,63.8,86.4,70,385934,11,Hidden Power (Flying),Aerial Ace,Ancient Power,6,6,3,50000
Malamar,71.1,dark,psychic,68.3,67.2,79,362376,8,Psycho Cut,Superpower,Foul Play,5,5,3,50000
Lileep,71,rock,grass,56.9,84.3,91,436782,15,Bullet Seed,Grass Knot,Ancient Power,4,4,3,50000
Muk (Alolan),71,poison,dark,67.7,63.6,85,365992,7,Poison Jab,Dark Pulse,Sludge Wave,8,10,3,50000
Bellossom,70.9,grass,none,67.1,75.6,73,369959,8.5,Bullet Seed,Leaf Blade,Dazzling Gleam,3,6,3,50000
Pangoro,70.9,fighting,dark,78.2,53.7,76,318810,6.5,Snarl,Close Combat,Night Slash,4,3,3,50000
Purrloin,70.9,dark,none,69.5,57.4,90,359121,25,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Seedot,70.9,grass,none,58.6,69.6,104,424292,38.5,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Sentret,70.9,normal,none,63.9,63.2,97,391724,36.5,Quick Attack,Brick Break,Grass Knot,5,8,1,10000
Cascoon,70.7,bug,none,52.7,73.7,122,473812,44,Bug Bite,Struggle,,34,0,1,10000
Silcoon,70.7,bug,none,52.7,73.7,122,473812,44,Bug Bite,Struggle,,34,0,1,10000
Weedle (Shadow),70.7,bug,poison,63.9,54.6,111,387185,50,Bug Bite,Struggle,Frustration,34,24,1,10000
Marowak,70.5,ground,none,64.5,84.4,71,386641,10.5,Mud Slap,Bone Club,Earthquake,5,9,3,50000
Snover,70.5,grass,ice,64.6,64.6,91,379448,16.5,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Burmy (Plant),70.4,bug,none,52.6,80.2,112,472623,49,Bug Bite,Struggle,,34,0,1,10000
Burmy (Sandy),70.4,bug,none,52.6,80.2,112,472623,49,Bug Bite,Struggle,,34,0,1,10000
Burmy (Trash),70.4,bug,none,52.6,80.2,112,472623,49,Bug Bite,Struggle,,34,0,1,10000
Elekid,70.3,electric,none,74.3,59.8,75,333390,16,Thunder Shock,Brick Break,Thunder Punch,4,5,5,10000
Hippopotas,70.3,ground,none,64.5,66,90,382913,14,Bite,Body Slam,Rock Tomb,18,30,3,50000
Serperior,70.3,grass,none,64.3,82.6,73,387758,8.5,Vine Whip,Frenzy Plant,Aerial Ace,6,6,3,10000
Dugtrio (Alolan),70.2,ground,steel,87,64.2,51,285059,10,Mud Slap,Mud Bomb,Iron Head,5,7,3,50000
Dunsparce,70.2,normal,none,61.2,63.9,104,406347,11.5,Bite,Rock Slide,Drill Run,23,23,3,50000
Meganium,70.2,grass,none,64.9,78.8,75,383650,8,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Rhydon,70.2,ground,rock,72.9,59.7,78,339532,6,Mud Slap,Stone Edge,Surf,7,5,3,50000
Dugtrio,70,ground,none,80.5,66.2,58,309099,12,Mud Shot,Stone Edge,Mud Bomb,7,5,3,50000
Togekiss,69.9,fairy,flying,73.5,71,64,333799,5.5,Air Slash,Aerial Ace,Flamethrower,5,7,3,50000
Bellossom (Shadow),69.8,grass,none,67.1,75.6,73,369959,8.5,Bullet Seed,Leaf Blade,Dazzling Gleam,3,6,3,50000
Graveler (Alolan),69.8,rock,electric,71.4,73.9,66,348435,10,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Larvitar,69.8,rock,ground,69.5,60.9,85,359911,18.5,Bite,Crunch,Ancient Power,23,23,5,75000
Tranquill,69.8,normal,flying,71.8,58.3,82,343014,13,Air Slash,Sky Attack,Aerial Ace,5,5,1,10000
Sneasel (Shadow),69.7,dark,ice,79.1,62.3,64,315609,9,Ice Shard,Avalanche,Ice Punch,5,4,3,50000
Venipede,69.7,bug,poison,62.6,77.7,82,398746,29,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Cradily,69.6,rock,grass,61.6,81,81,404370,8.5,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Pupitar,69.6,rock,ground,70.5,61.1,82,353271,11,Bite,Crunch,Ancient Power,23,23,5,75000
Skiploom,69.6,grass,flying,56.8,80.1,95,431601,20,Bullet Seed,Grass Knot,Dazzling Gleam,4,6,3,50000
Zangoose,69.6,normal,none,85.6,49.5,69,292392,8,Shadow Claw,Close Combat,Night Slash,6,5,3,50000
Leafeon,69.3,grass,none,73.8,77.2,59,335927,6.5,Bullet Seed,Leaf Blade,Last Resort,3,5,5,75000
Pidgey,69.3,normal,flying,64.6,63.1,94,383180,29.5,Quick Attack,Aerial Ace,Twister,7,7,1,10000
Swoobat,69.3,psychic,flying,74,57.6,79,336748,11,Confusion,Aerial Ace,Psychic,4,5,1,10000
Scraggy,69.1,dark,fighting,68.5,70.5,75,361989,14,Feint Attack,Foul Play,Brick Break,8,6,3,50000
Sneasel,69.1,dark,ice,79.1,62.3,64,315609,9,Ice Shard,Avalanche,Ice Punch,5,4,3,50000
Mamoswine,69,ice,ground,80.2,49,78,306282,5.5,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Parasect,69,bug,grass,72.7,66.3,71,342247,10,Fury Cutter,X-Scissor,Cross Poison,9,9,3,50000
Sharpedo,68.9,water,dark,96.5,38,70,256610,8.5,Waterfall,Crunch,Poison Fang,6,5,3,50000
Pikachu (Kariyushi),68.8,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Wild Charge,Discharge,5,5,1,10000
Quagsire,68.8,water,ground,64.1,63.7,94,384306,9.5,Mud Shot,Stone Edge,Earthquake,7,8,3,50000
Weedle,68.8,bug,poison,63.9,54.6,111,387185,50,Bug Bite,Return,Struggle,24,34,1,10000
Nuzleaf,68.7,grass,dark,73.6,48.9,94,338544,15.5,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Venusaur (Shadow),68.7,grass,poison,70.5,69.8,71,349800,7,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Gulpin,68.6,poison,none,54.5,73,115,457370,23,Rock Smash,Ice Beam,Sludge,8,6,1,10000
Bouffalant,68.4,normal,none,69.5,65,79,356593,7,Mud Shot,Stomp,Megahorn,5,7,3,50000
Claydol,68.4,ground,psychic,59.6,99.9,69,411070,9.5,Confusion,Ice Beam,Psychic,5,5,3,50000
Sandshrew,68.4,ground,none,67.3,68.9,79,366425,15.5,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Sandshrew (Shadow),68.4,ground,none,67.8,68.8,78,363798,15,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Fletchling,68.3,normal,flying,65.5,61.5,93,374362,24.5,Quick Attack,Aerial Ace,Swift,7,8,1,10000
Nidoking (Shadow),68.1,poison,ground,75.8,59.4,73,328721,7.5,Poison Jab,Megahorn,Earth Power,8,8,3,50000
Seedot (Shadow),68.1,grass,none,58.6,69.6,104,424292,38.5,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Shiftry (Shadow),68.1,grass,dark,76.5,51,82,320325,8,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Spearow,68.1,normal,flying,77.2,49.1,85,322178,24,Quick Attack,Drill Peck,Sky Attack,6,7,1,10000
Zigzagoon,68.1,normal,none,53.8,79,108,458776,50,Tackle,Grass Knot,Thunderbolt,25,28,1,10000
Ivysaur,68,grass,poison,69.3,68,76,358020,11.5,Vine Whip,Sludge Bomb,Power Whip,7,7,3,10000
Patrat,68,normal,none,68.8,56.9,93,363669,24.5,Bite,Hyper Fang,Grass Knot,25,25,1,10000
Pikachu (Pop Star),68,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Thunder Punch,Play Rough,5,7,1,10000
Pichu,67.9,electric,none,71.4,57.1,83,338746,50,Thunder Shock,Disarming Voice,Thunder Punch,5,5,1,10000
Geodude (Alolan),67.6,rock,electric,70.9,71.9,69,351744,15,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Loudred,67.6,normal,none,70.2,47.3,106,352042,14.5,Bite,Stomp,Flamethrower,20,28,1,10000
Wingull,67.6,water,flying,74.9,49.9,89,332670,25.5,Water Gun,Ice Beam,Air Cutter,19,19,3,50000
Slowbro (Galarian),67.5,poison,psychic,69.2,62,83,356141,7.5,Poison Jab,Psychic,Sludge Bomb,8,8,3,50000
Snover (Shadow),67.5,grass,ice,64.6,64.6,91,379448,16.5,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Exploud,67.4,normal,none,69,56.3,92,357524,8,Bite,Crunch,Disarming Voice,23,23,1,10000
Raticate (Alolan),67.4,dark,normal,62.9,74.9,84,395797,11,Quick Attack,Crunch,Hyper Fang,7,8,1,10000
Ursaring (Shadow),67.3,normal,none,80.5,52.3,73,307540,6.5,Counter,Close Combat,Hyper Beam,7,12,3,50000
Noibat,67.2,flying,dragon,63.9,64.7,94,388507,30.5,Wing Attack,Dragon Pulse,Air Cutter,9,8,5,75000
Cherrim (Sunshine),66.9,grass,none,71.5,66.7,73,348395,9,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Leavanny,66.9,bug,grass,76.1,64.2,67,327177,7.5,Bug Bite,Leaf Blade,X-Scissor,12,12,1,10000
Pineco (Shadow),66.9,bug,none,62.8,75.5,83,393260,17,Bug Bite,Rock Tomb,Gyro Ball,20,20,5,75000
Crawdaunt,66.7,water,dark,83,56.5,63,295676,7.5,Snarl,Night Slash,Crabhammer,3,4,3,50000
Paras,66.7,bug,grass,72.8,64.6,72,338710,19,Bug Bite,X-Scissor,Cross Poison,12,12,3,50000
Rufflet,66.7,normal,flying,74.2,52,87,335730,13,Wing Attack,Brave Bird,Aerial Ace,8,7,5,75000
Arbok,66.6,poison,none,72.2,68.9,69,343310,10,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Diglett (Shadow),66.6,ground,none,82,64.9,57,303389,28.5,Mud Slap,Mud Bomb,Rock Tomb,5,8,3,50000
Swadloon,66.6,bug,grass,60.4,86.4,79,412053,13.5,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Wooloo,66.6,normal,none,58,78.4,95,432118,29.5,Tackle,Wild Charge,Stomp,23,20,3,10000
Lileep (Shadow),66.5,rock,grass,56.9,84.3,91,436782,15,Infestation,Grass Knot,Ancient Power,5,4,3,50000
Mamoswine (Shadow),66.5,ice,ground,80.2,49,78,306282,5.5,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Fearow,66.4,normal,flying,76.9,58.4,72,323262,9.5,Peck,Sky Attack,Drill Run,9,9,1,10000
Koffing,66.4,poison,none,65.2,83.4,70,380401,16,Infestation,Sludge Bomb,Sludge,5,4,3,50000
Surskit,66.4,bug,water,65.4,65.4,89,381068,25.5,Bug Bite,Signal Beam,Aqua Jet,19,15,1,10000
Bidoof (Shadow),66.2,normal,none,59.9,58.5,119,416894,28.5,Tackle,Ice Beam,Hyper Fang,28,25,1,10000
Galvantula,66.2,bug,electric,79.5,54.3,72,310431,8.5,Volt Switch,Lunge,Cross Poison,3,3,3,50000
Yanma,66.2,bug,flying,76,51.5,83,324962,12.5,Wing Attack,Aerial Ace,Silver Wind,7,7,3,50000
Caterpie,66.1,bug,none,58.8,58.8,120,415189,50,Bug Bite,Struggle,,34,0,1,10000
Nuzleaf (Shadow),66.1,grass,dark,73.6,48.9,94,338544,15.5,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Skiploom (Shadow),66.1,grass,flying,56.8,80.1,95,431601,20,Bullet Seed,Grass Knot,Dazzling Gleam,4,6,3,50000
Tangrowth,66.1,grass,none,71.1,63.1,78,349809,6.5,Vine Whip,Rock Slide,Power Whip,6,7,3,50000
Electivire,66,electric,none,84.4,57.2,61,294410,6,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Nidoking,66,poison,ground,75.8,59.4,73,328721,7.5,Poison Jab,Megahorn,Earth Power,8,8,3,50000
Chatot,65.9,normal,flying,81.4,44.6,84,304861,10.5,Peck,Sky Attack,Heat Wave,9,15,5,75000
Pineco,65.8,bug,none,62.9,75.9,83,396548,18,Bug Bite,Rock Tomb,Gyro Ball,20,20,5,75000
Tentacruel,65.7,water,poison,63.8,80.3,76,389300,8,Poison Jab,Blizzard,Hydro Pump,11,11,3,50000
Braviary,65.6,normal,flying,78.7,52.3,77,317024,6,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Donphan,65.6,ground,none,73.1,64.4,72,339104,6.5,Counter,Earthquake,Heavy Slam,10,8,3,50000
Electivire (Shadow),65.5,electric,none,84.4,57.2,61,294410,6,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Poochyena,65.5,dark,none,72.6,53.7,88,342831,29.5,Snarl,Crunch,Poison Fang,4,3,1,10000
Weavile,65.5,dark,ice,83.2,61.1,59,299652,6.5,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Mothim,65.4,bug,flying,81.5,47.7,78,303657,10,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Eelektross,65.3,electric,none,77.2,56.9,73,320688,7,Spark,Dragon Claw,Crunch,5,6,1,10000
Cradily (Shadow),65.2,rock,grass,61.6,81,81,404370,8.5,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Girafarig,65.2,normal,psychic,76.5,59.2,72,326062,9.5,Confusion,Psychic,Thunderbolt,5,5,3,50000
Raichu,65.2,electric,none,76.4,64.3,65,319329,8.5,Volt Switch,Wild Charge,Brick Break,3,3,1,10000
Staravia,65.2,normal,flying,74.3,55.4,80,329455,14.5,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Watchog,65.2,normal,none,73.2,63.2,73,337591,10.5,Bite,Hyper Fang,Crunch,25,23,1,10000
Linoone,65.1,normal,none,66.1,62.1,91,373617,11.5,Shadow Claw,Grass Knot,Thunder,7,8,1,10000
Minun,65.1,electric,none,67.8,72.7,74,364574,11,Spark,Discharge,Grass Knot,6,7,3,50000
Wurmple,64.9,bug,none,62.8,58.1,109,397270,39,Bug Bite,Struggle,,34,0,1,10000
Exeggutor,64.8,grass,psychic,79.5,53,74,311803,6.5,Confusion,Psychic,Seed Bomb,5,4,3,50000
Drilbur,64.7,ground,none,79.5,50,79,313847,14,Mud Slap,Drill Run,Rock Tomb,6,8,3,50000
Happiny,64.6,normal,none,33.6,77.3,201,522291,50,Pound,Psychic,,14,0,5,10000
Sceptile,64.6,grass,none,79.3,62.5,63,312176,7,Bullet Seed,Leaf Blade,Dragon Claw,3,3,3,10000
Golem (Alolan),64.5,rock,electric,72.1,71.1,67,343631,6.5,Volt Switch,Wild Charge,Stone Edge,3,4,1,10000
Ivysaur (Shadow),64.5,grass,poison,69.1,69.6,74,355856,11,Vine Whip,Sludge Bomb,Power Whip,7,7,3,10000
Unfezant,64.5,normal,flying,80.3,54.8,70,308252,7,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Ursaring,64.5,normal,none,80.5,52.3,73,307540,6.5,Counter,Close Combat,Hyper Beam,7,12,3,50000
Kricketot,64.4,bug,none,50.4,74.8,108,407224,50,Bug Bite,Struggle,,34,0,1,10000
Miltank,64.4,normal,none,61.2,76.9,86,404621,8,Tackle,Body Slam,Ice Beam,18,28,5,75000
Wormadam (Plant),64.4,bug,grass,64.1,84,72,387458,10.5,Bug Bite,Bug Buzz,Energy Ball,20,19,1,10000
Gabite,64.3,dragon,ground,74.8,58.3,76,331375,10,Mud Shot,Flamethrower,Twister,7,5,5,75000
Gengar,64.3,ghost,poison,90.2,53.7,57,276051,6.5,Shadow Claw,Sludge Bomb,Shadow Ball,7,7,3,50000
Grovyle,64.3,grass,none,79.7,57.5,68,311987,11.5,Bullet Seed,Leaf Blade,Aerial Ace,3,4,3,10000
Palpitoad,64.3,water,ground,65.8,60.9,94,376324,13.5,Mud Shot,Earth Power,Sludge Wave,7,8,3,50000
Sandile,64.3,ground,dark,78.7,48.3,83,315328,18.5,Mud Slap,Crunch,Bulldoze,6,8,5,75000
Bidoof,64.2,normal,none,59.9,58.5,119,416894,28.5,Tackle,Superpower,Ice Beam,20,28,1,10000
Poochyena (Shadow),64.2,dark,none,72.6,53.7,88,342831,29.5,Snarl,Crunch,Poison Fang,4,3,1,10000
Staravia (Shadow),64.2,normal,flying,74.3,55.4,80,329455,14.5,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Electrode,64.1,electric,none,71.1,73.1,67,348438,9,Volt Switch,Foul Play,Discharge,3,3,3,50000
Kangaskhan,63.9,normal,none,67.1,62,89,369890,7.5,Mud Slap,Stomp,Crunch,5,6,3,50000
Noivern,63.9,flying,dragon,73,64.6,72,339493,7,Air Slash,Hurricane,Psychic,8,7,5,75000
Wormadam (Sandy),63.9,bug,ground,64.1,84,72,387458,10.5,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Krokorok,63.7,ground,dark,78.5,51,79,316729,13.5,Mud Slap,Crunch,Earthquake,6,9,5,75000
Buneary,63.5,normal,none,69.8,61.6,82,352645,15,Quick Attack,Fire Punch,Swift,6,8,3,50000
Starly,63.5,normal,flying,72.9,50.2,92,336663,26.5,Quick Attack,Brave Bird,Aerial Ace,8,7,1,10000
Yanmega,63.4,bug,flying,79.2,56.7,70,314152,6.5,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Quagsire (Shadow),63.3,water,ground,64.1,63.7,94,384306,9.5,Mud Shot,Stone Edge,Earthquake,7,8,3,50000
Voltorb,63.2,electric,none,66.7,70.8,79,372757,19.5,Spark,Discharge,Signal Beam,6,7,3,50000
Swellow,63.1,normal,flying,78.9,57.2,69,311356,9.5,Wing Attack,Brave Bird,Sky Attack,8,7,1,10000
Lombre,63,water,grass,62.5,71.1,89,395445,16,Bubble,Ice Beam,Grass Knot,5,5,3,50000
Swanna,63,water,flying,74.3,57.9,77,331552,9,Air Slash,Ice Beam,Hurricane,7,8,3,50000
Xatu,63,psychic,flying,77.9,61.6,67,321676,8.5,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Tangrowth (Shadow),62.9,grass,none,71.1,63.1,78,349809,6.5,Vine Whip,Rock Slide,Power Whip,6,7,3,50000
Koffing (Shadow),62.8,poison,none,64.7,82,71,376847,15.5,Infestation,Sludge Bomb,Sludge,5,4,3,50000
Diglett,62.7,ground,none,82,64.9,57,303389,28.5,Mud Shot,Mud Bomb,Return,5,8,3,50000
Phanpy,62.7,ground,none,60.4,58.8,117,415256,16,Rock Smash,Body Slam,Rock Slide,5,7,3,50000
Roselia,62.4,grass,poison,80.7,61.3,62,306511,10,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Electabuzz,62.3,electric,none,77.3,63.4,66,323524,8,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Furfrou,62.2,normal,none,67.9,70.3,77,367817,9,Sucker Punch,Surf,Dark Pulse,6,8,5,75000
Stantler (Shadow),62.2,normal,none,77.9,56.2,73,319623,8.5,Tackle,Wild Charge,Stomp,23,20,3,50000
Butterfree,62.1,bug,flying,74,61.9,73,334567,10.5,Confusion,Signal Beam,Psychic,5,5,1,10000
Furret,62.1,normal,none,66.7,60.2,92,369106,10.5,Quick Attack,Brick Break,Hyper Beam,5,12,1,10000
Spiritomb,62.1,ghost,dark,69.1,85.1,60,352985,9,Sucker Punch,Shadow Ball,Ominous Wind,8,7,5,75000
Staraptor,62.1,normal,flying,82.5,51.3,71,300696,6.5,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Sigilyph,62,psychic,flying,75.4,66,66,328241,7.5,Air Slash,Signal Beam,Ancient Power,7,5,5,75000
Haunter,61.9,ghost,poison,93.8,50.2,56,263375,9.5,Shadow Claw,Sludge Bomb,Shadow Ball,7,7,3,50000
Ampharos (Shadow),61.7,electric,none,74.1,61.7,73,334022,6.5,Volt Switch,Thunder Punch,Focus Blast,3,5,5,75000
Ampharos,61.6,electric,none,74.1,61.7,73,334022,6.5,Volt Switch,Thunder Punch,Focus Blast,3,5,5,75000
Skitty,61.4,normal,none,61.6,62.3,105,403582,27.5,Feint Attack,Wild Charge,Disarming Voice,8,8,3,50000
Staraptor (Shadow),61.4,normal,flying,82.5,51.3,71,300696,6.5,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Deerling,61.3,normal,grass,66.1,61.1,93,375806,17,Tackle,Wild Charge,Seed Bomb,23,20,3,50000
Electabuzz (Shadow),61.3,electric,none,77.3,63.4,66,323524,8,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
