Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Kingdra,54.5,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Omastar,54.4,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Sceptile,54.4,grass,none,188.1,145.4,147,4020648,40,Bullet Seed,Leaf Blade,Dragon Claw,3,3,3,10000
Kangaskhan,54.3,normal,none,154.9,142.3,195,4296820,40,Mud Slap,Crunch,Stomp,6,5,3,50000
Honchkrow,54.2,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack,5,4,3,50000
Omastar (Shadow),54.1,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Durant,54,bug,steel,183.3,160.4,131,3853357,40,Bug Bite,X-Scissor,Stone Edge,12,19,3,50000
Poliwrath,54,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Poliwrath (Shadow),54,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Tentacruel,53.7,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave,11,10,3,50000
Vileplume (Shadow),53.7,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Unfezant,53.6,normal,flying,190.5,127.2,162,3925924,40,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Umbreon,53.3,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Psychic,4,5,5,75000
Vileplume,53.3,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Deoxys (Defense),53,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide,5,7,20,100000
Politoed (Shadow),53,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf,4,5,3,50000
Dragalge,52.8,poison,dragon,151.7,175.4,140,3727059,40,Dragon Tail,Aqua Tail,Outrage,4,7,3,50000
Rampardos,52.7,rock,none,245,98,184,4417588,40,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Infernape,52.6,fire,fighting,187.3,131.2,156,3833231,40,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Jellicent,52.4,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam,5,5,3,50000
Exeggutor (Shadow),52.3,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Nidoking,52.3,poison,ground,173.1,135.1,162,3789127,40,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Lilligant,51.9,grass,none,181,134.4,147,3574256,40,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Serperior,51.7,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Frenzy Plant,Leaf Tornado,6,5,3,10000
Kingler,51.6,water,none,201.5,154.9,127,3964459,40,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Politoed,51.6,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf,4,5,3,50000
Exeggutor,51.4,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Aerodactyl,51.3,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Golduck,51.3,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Houndoom (Shadow),51.3,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower,4,5,3,50000
Nidoking (Shadow),51.3,poison,ground,173.1,135.1,162,3789127,40,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Relicanth,51.3,water,rock,139.9,172.3,189,4554865,40,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Sandslash,50.8,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Bellossom,50.7,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return,3,6,3,50000
Forretress (Shadow),50.7,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Aerodactyl (Shadow),50.5,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Greninja,50.2,water,dark,188.1,132,150,3723648,40,Bubble,Night Slash,Surf,4,4,3,10000
Slowbro (Galarian),50.2,poison,psychic,155.7,135.1,182,3829285,40,Poison Jab,Psychic,Sludge Bomb,8,8,3,50000
Vanilluxe,50.2,ice,none,184.1,157.3,149,4314985,40,Frost Breath,Blizzard,Signal Beam,15,11,3,50000
Armaldo,50.1,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Armaldo (Shadow),50.1,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Rotom (Wash),50,electric,water,173.1,184.9,120,3840831,40,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Eelektross,49.8,electric,none,183.3,132,168,4065348,40,Spark,Dragon Claw,Crunch,5,6,1,10000
Forretress,49.8,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Ferrothorn,49.6,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Mirror Shot,4,3,3,75000
Mesprit,49.6,psychic,none,179.4,179.4,162,5213756,40,Confusion,Future Sight,Blizzard,6,7,20,100000
Crustle,49.5,bug,rock,160.4,169.9,147,4007152,40,Fury Cutter,Rock Slide,X-Scissor,12,9,1,10000
Exploud,49.5,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice,23,23,1,10000
Hoopa,49.4,psychic,ghost,218.1,159.6,148,5153546,40,Confusion,Shadow Ball,Psychic,5,5,20,100000
Probopass,49.4,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Scyther (Shadow),49.4,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Carracosta,49.1,water,rock,163.6,167.5,153,4193548,40,Water Gun,Surf,Body Slam,14,12,5,75000
Uxie,49,psychic,none,135.1,225.2,154,4687547,40,Confusion,Future Sight,Thunder,6,5,20,100000
Mismagius (Shadow),48.9,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Kabutops,48.7,rock,water,185.7,158.9,134,3953236,40,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Ludicolo,48.7,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam,5,5,3,50000
Bellossom (Shadow),48.6,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam,3,6,3,50000
Probopass (Shadow),48.3,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Ninetales,47.9,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock,4,5,3,50000
Tornadus (Incarnate),47.8,flying,none,222.1,141.5,160,5026472,40,Air Slash,Grass Knot,Dark Pulse,6,6,20,100000
Dusknoir,47.7,ghost,none,154.1,212.6,113,3702110,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Leavanny,47.5,bug,grass,173.9,142.3,154,3808903,40,Bug Bite,Leaf Blade,X-Scissor,12,12,1,10000
Slowbro,47.4,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Scyther,47.2,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Clawitzer,47.1,water,none,186.5,147,149,4085029,40,Water Gun,Crabhammer,Dark Pulse,17,17,3,50000
Ninetales (Shadow),46.8,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock,4,5,3,50000
Golduck (Shadow),46.7,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Mismagius,46.6,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Espeon,46.3,psychic,none,218.1,150.2,140,4585373,40,Confusion,Shadow Ball,Psychic,5,5,5,75000
Slowbro (Shadow),46.2,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Yanmega,46.2,bug,flying,194.4,135.1,169,4440194,40,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Slowking,45.7,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard,5,7,3,50000
Bronzong,45.5,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Payback,4,5,3,50000
Walrein (Shadow),45.4,ice,water,155.7,150.9,203,4770673,40,Waterfall,Blizzard,Earthquake,10,9,3,50000
Walrein,45.3,ice,water,155.7,150.9,203,4770673,40,Waterfall,Blizzard,Earthquake,10,9,3,50000
Alomomola,45.2,water,none,120.9,115.4,278,3878583,40,Waterfall,Hydro Pump,Psychic,10,7,5,75000
Dusknoir (Shadow),45.2,ghost,none,154.1,212.6,113,3702110,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Slowking (Shadow),45.2,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard,5,7,3,50000
Sandslash (Shadow),45,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Sawk,44.7,fighting,none,194.4,132.8,154,3975109,40,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Cradily (Shadow),44.1,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Azelf,43.7,psychic,none,225.2,131.2,154,4550485,40,Confusion,Future Sight,Fire Blast,6,7,20,100000
Weezing,43.4,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Miltank,43.3,normal,none,135.9,164.4,182,4066747,40,Tackle,Body Slam,Ice Beam,18,28,5,75000
Musharna,43.3,psychic,none,156.5,143,211,4722916,40,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Malamar,43.2,dark,psychic,151.7,142.3,169,3647913,40,Psycho Cut,Superpower,Foul Play,5,5,3,50000
Beheeyem,43.1,psychic,none,186.5,140.7,154,4040515,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Gothitelle,42.8,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Cradily,42.7,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Noivern,41.1,flying,dragon,173.9,150.2,168,4386009,40,Air Slash,Hurricane,Psychic,8,7,5,75000
Starmie,39.5,water,psychic,177.8,157.3,134,3747351,40,Water Gun,Psychic,Ice Beam,19,19,3,50000
Reuniclus,39.3,psychic,none,181,128.8,203,4732636,40,Hidden Power (Psychic),Shadow Ball,Future Sight,7,9,3,50000
Weezing (Shadow),39.3,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Garbodor,38.9,poison,none,154.9,141.5,162,3549834,40,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Deoxys (Speed),38.4,psychic,none,193.6,184.1,120,4278458,40,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Throh,37.8,fighting,none,147.8,138.3,217,4435304,40,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Tauros,37.6,normal,none,168.3,156.5,154,4056481,40,Tackle,Horn Attack,Earthquake,18,33,3,50000
Lunatone,37.4,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Solrock,37.4,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Grumpig,36,psychic,none,147,160.4,162,3820392,40,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Sigilyph,35.7,psychic,flying,173.1,143.8,150,3734141,40,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Hitmonlee (Shadow),34.9,fighting,none,188.9,154.9,120,3510906,40,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Runerigus,34.7,ground,ghost,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Sand Tomb,7,5,3,50000
Deoxys,34.6,psychic,none,284.5,102.7,120,3507608,40,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Weezing (Galarian),34,poison,fairy,149.4,167.5,140,3503561,40,Tackle,Sludge,Play Rough,20,30,3,50000
Hitmonlee,32.5,fighting,none,188.9,154.9,120,3510906,40,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
