Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Victreebel (Shadow),72.2,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Haxorus,72,dragon,none,197,123.4,130,3161161,25.5,Counter,Dragon Claw,Night Slash
Golem,71.9,rock,ground,161.3,156.1,152,3826753,32.5,Mud Shot,Stone Edge,Earthquake
Jellicent,71.9,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Kyogre,71.9,water,none,174.3,153.3,133,3553837,22.5,Waterfall,Surf,Thunder
Umbreon,71.9,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Celebi,71.8,psychic,grass,154.1,157.6,164,3983992,27.5,Confusion,Seed Bomb,Psychic
Dialga,71.8,steel,dragon,177.4,141.3,138,3459710,22.5,Dragon Breath,Iron Head,Thunder
Gastrodon (East),71.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),71.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Exeggutor,71.4,grass,psychic,176.3,118.8,168,3518637,31,Bullet Seed,Seed Bomb,Psychic
Kabutops,71.3,rock,water,175.9,151.7,132,3521587,38.5,Mud Shot,Stone Edge,Ancient Power
Porygon-Z,71.3,normal,none,190.9,113.8,149,3236477,28,Lock On,Tri Attack,Blizzard
Magmar,71,fire,none,174.7,133.6,140,3265811,40,Karate Chop,Fire Punch,Return
Beartic,70.9,ice,none,174.1,120.7,168,3532127,30,Powder Snow,Ice Punch,Surf
Heatmor,70.8,fire,none,173.1,113.8,168,3309024,40,Fire Spin,Flamethrower,Thunder Punch
Armaldo (Shadow),70.6,rock,bug,174.2,138.9,148,3581018,36,Fury Cutter,Rock Blast,Cross Poison
Metagross,70.4,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Earthquake
Delphox,70.2,fire,psychic,171.9,147.8,141,3583476,30,Fire Spin,Flame Charge,Psychic
Froslass,70.2,ice,ghost,147,130.4,147,2817722,40,Powder Snow,Avalanche,Shadow Ball
Electabuzz,70.1,electric,none,168.3,136.7,140,3222090,40,Thunder Shock,Thunder Punch,Return
Jolteon,70.1,electric,none,179.8,143.4,134,3454422,34.5,Volt Switch,Discharge,Last Resort
Serperior,70.1,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Aerial Ace
Probopass (XL),70,rock,steel,126,243.7,142,4361605,50,Spark,Rock Slide,Thunderbolt
Crobat (Shadow),69.7,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Emboar,69.6,fire,fighting,179.3,101.9,190,3470493,32,Ember,Rock Slide,Flame Charge
Aggron (Shadow),69.5,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Dewgong,69.5,water,ice,121.7,151.7,175,3231796,40,Ice Shard,Icy Wind,Water Pulse
Rayquaza,69.5,dragon,flying,189.7,117.2,147,3269277,23.5,Dragon Tail,Outrage,Aerial Ace
Heatran,69.3,fire,steel,169.5,149.2,144,3641925,24,Fire Spin,Flamethrower,Stone Edge
Banette (Shadow),69.1,ghost,none,184.1,111.4,139,2852160,40,Shadow Claw,Shadow Ball,Thunder
Stunfisk,69.1,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge
Wailord,69.1,water,none,150.2,80.6,286,3461814,40,Water Gun,Surf,Blizzard
Galvantula,69,bug,electric,170.7,113,147,2835901,40,Volt Switch,Lunge,Discharge
Golurk,68.8,ground,ghost,172.9,125.7,165,3584317,35,Mud Slap,Shadow Punch,Dynamic Punch
Altaria,68.5,dragon,flying,123.3,170.7,154,3241030,40,Dragon Breath,Sky Attack,Dragon Pulse
Carnivine,68.5,grass,none,159.6,119.3,153,2914766,40,Vine Whip,Power Whip,Crunch
Nidoqueen,68.5,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Quagsire (Shadow),68.1,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge
Scyther,68.1,bug,flying,173.1,143.6,143,3553111,37.5,Fury Cutter,Night Slash,X-Scissor
Victreebel,68.1,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Samurott,67.9,water,none,165.9,129.2,174,3729365,35.5,Fury Cutter,Megahorn,Hydro Pump
Relicanth,67.7,water,rock,138.3,170.7,189,4462082,40,Water Gun,Aqua Tail,Ancient Power
Carracosta,67.4,water,rock,160,163.1,149,3890520,37,Water Gun,Surf,Body Slam
Nidoking (Shadow),67.3,poison,ground,171.2,132.1,161,3641975,38.5,Fury Cutter,Earth Power,Megahorn
Pyroar,67.3,fire,normal,175,123.6,164,3545234,36,Fire Fang,Flame Charge,Overheat
Metagross (Shadow),67.2,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Psychic
Vileplume (Shadow),67,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Hydreigon,66.9,dark,dragon,175,135.6,148,3511771,25,Dragon Breath,Dark Pulse,Dragon Pulse
Uxie,66.9,psychic,none,135.1,222.9,153,4608087,40,Confusion,Future Sight,Thunder
Yanmega,66.9,bug,flying,177.8,126.4,156,3506481,32,Wing Attack,Aerial Ace,Bug Buzz
Kangaskhan,66.8,normal,none,151.1,140.2,193,4089135,38,Mud Slap,Power-Up Punch,Outrage
Hypno,66.7,psychic,none,125.7,164.4,168,3470194,40,Confusion,Fire Punch,Shadow Ball
Weezing,66.7,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball
Manectric,66.5,electric,none,181.8,112.2,147,2998593,40,Snarl,Wild Charge,Flame Burst
Aggron,66.4,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Mantine,66.4,water,flying,128.8,190.5,140,3434920,40,Wing Attack,Aerial Ace,Ice Beam
Absol (Shadow),66.3,dark,none,204.8,105.9,139,3015273,39,Snarl,Dark Pulse,Megahorn
Simisear,66.3,fire,none,174.7,117,154,3146000,40,Fire Spin,Crunch,Flamethrower
Seaking,66.1,water,none,150.2,128,162,3114351,40,Waterfall,Drill Run,Icy Wind
Crobat,66,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Bronzong,65.9,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Bulldoze
Gardevoir,65.8,psychic,fairy,178.5,149.5,131,3494934,29.5,Charm,Synchronoise,Shadow Ball
Quagsire,65.8,water,ground,132,124.9,182,2999362,40,Mud Shot,Earthquake,Stone Edge
Sudowoodo,65.8,rock,none,143.8,150.9,147,3191582,40,Counter,Rock Slide,Earthquake
Armaldo,65.5,rock,bug,174.2,138.9,148,3581018,36,Fury Cutter,Rock Blast,Cross Poison
Gigalith,65.5,rock,none,166.2,148.9,151,3736793,29,Smack Down,Rock Slide,Superpower
Glalie,65.5,ice,none,139.9,139.9,162,3169900,40,Ice Shard,Avalanche,Shadow Ball
Tyranitar (Shadow),65.5,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Stone Edge,Crunch
Nidoqueen (Shadow),65.4,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Torterra,65.1,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Weezing (Shadow),65,poison,none,149.4,167.5,140,3503561,40,Infestation,Sludge Bomb,Shadow Ball
Dusknoir (Shadow),64.6,ghost,none,154.1,212.6,113,3702110,40,Hex,Dark Pulse,Ominous Wind
Tropius,64.5,grass,flying,119.3,140.7,188,3156013,40,Air Slash,Leaf Blade,Aerial Ace
Archeops,64.4,rock,flying,206.9,106.9,134,2963060,27,Wing Attack,Dragon Claw,Crunch
Torterra (Shadow),64.4,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Cacturne,64.2,grass,dark,186.5,102.7,147,2816804,40,Sucker Punch,Dark Pulse,Grass Knot
Rhyperior,64.2,ground,rock,163.3,132.2,175,3779688,24.5,Mud Slap,Rock Wrecker,Surf
Rhydon,64.1,ground,rock,164.7,130.9,175,3774720,29,Mud Slap,Stone Edge,Surf
Chandelure,64,ghost,fire,194.8,137.3,118,3155385,27.5,Fire Spin,Shadow Ball,Flame Charge
Huntail,63.6,water,none,167.5,153.3,127,3262310,40,Water Gun,Aqua Tail,Crunch
Latias,63.6,dragon,psychic,159.4,174.4,139,3863449,26,Dragon Breath,Outrage,Psychic
Probopass,63.6,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Thunderbolt
Tangela,63.6,grass,none,156.5,145.4,140,3185628,40,Vine Whip,Grass Knot,Sludge Bomb
Tentacruel,63.5,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Tyranitar,63.3,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Crunch,Stone Edge
Probopass (Shadow),63.2,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Alomomola,62.9,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump
Aerodactyl,62.8,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Amoonguss,62.8,grass,poison,134.4,121.7,208,3401081,40,Feint Attack,Grass Knot,Foul Play
Vileplume,62.8,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Gothitelle,62.4,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic
Darkrai,62.3,dark,none,193.1,137.4,120,3183878,24,Snarl,Dark Pulse,Shadow Ball
Masquerain,62.3,bug,flying,163.6,130.4,147,3135852,40,Infestation,Lunge,Ominous Wind
Accelgor,62.2,bug,none,185.7,106.7,162,3209967,40,Infestation,Signal Beam,Focus Blast
Nidoking,62.2,poison,ground,171.2,132.1,161,3641975,38.5,Fury Cutter,Earth Power,Megahorn
Sandslash,62.2,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Aerodactyl (Shadow),61.7,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Garbodor,61.4,poison,none,154.9,141.5,162,3549834,40,Infestation,Body Slam,Seed Bomb
Simipour,61.4,water,none,174.7,117,154,3146000,40,Water Gun,Surf,Crunch
Spiritomb,61.3,ghost,dark,145.4,169.1,120,2951188,40,Sucker Punch,Shadow Ball,Ominous Wind
Noctowl,61,normal,flying,126.4,135.1,189,3229698,40,Wing Attack,Sky Attack,Psychic
Sandslash (Shadow),61,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Cacturne (Shadow),60.8,grass,dark,186.5,102.7,147,2816804,40,Sucker Punch,Dark Pulse,Grass Knot
Torkoal,60.8,fire,none,131.2,172.3,147,3322507,40,Fire Spin,Overheat,Earthquake
Darmanitan (Galarian),60.6,ice,none,192.8,92.8,177,3166923,29,Ice Fang,Avalanche,Superpower
Maractus,60.6,grass,none,170.7,114.6,154,3012496,40,Bullet Seed,Aerial Ace,Petal Blizzard
Musharna,60.6,psychic,none,147.2,141,203,4213435,38,Charge Beam,Psyshock,Dazzling Gleam
Slowking,60.6,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Vigoroth,60.5,normal,none,137.5,126.4,162,2816879,40,Counter,Body Slam,Brick Break
Pidgeot,60.4,normal,flying,143,133.6,165,3152341,40,Gust,Brave Bird,Aerial Ace
Dusknoir,60.3,ghost,none,154.1,212.6,113,3702110,40,Hex,Dark Pulse,Ominous Wind
Electrode,60.3,electric,none,148.6,148.6,134,2958043,40,Volt Switch,Discharge,Foul Play
Chimecho,60.1,psychic,none,150.2,146.2,154,3380882,40,Extrasensory,Psyshock,Shadow Ball
Absol,60,dark,none,204.8,105.9,139,3015273,39,Snarl,Dark Pulse,Megahorn
Hypno (Shadow),60,psychic,none,125.7,164.4,168,3470194,40,Confusion,Fire Punch,Ice Punch
Slowbro,59.9,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Grumpig,59.6,psychic,none,147,160.4,162,3820392,40,Extrasensory,Shadow Ball,Psychic
Gurdurr,59.6,fighting,none,154.1,117.8,168,3048696,40,Poison Jab,Brick Break,Stone Edge
Venomoth (Shadow),59.4,bug,poison,153.3,124.9,147,2814233,40,Infestation,Poison Fang,Psychic
Whimsicott,59.2,grass,fairy,141.5,150.9,134,2861378,40,Charm,Grass Knot,Moonblast
Vespiquen,59.1,bug,flying,129.6,162,147,3086733,40,Fury Cutter,X-Scissor,Power Gem
Jynx,59,ice,psychic,186.5,128.8,139,3339630,40,Confusion,Avalanche,Ice Punch
Slowking (Shadow),58.8,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Sawsbuck,58.5,normal,grass,168.3,127.2,162,3469800,40,Feint Attack,Wild Charge,Megahorn
Lanturn,58.1,water,electric,127.2,120.1,223,3408461,40,Water Gun,Thunderbolt,Hydro Pump
Slowbro (Shadow),58.1,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Flareon,58,fire,none,185.2,138.9,130,3342522,30.5,Fire Spin,Flamethrower,Overheat
Blissey,57.8,normal,none,104.8,142.3,396,5902713,38.5,Pound,Psychic,Hyper Beam
Sunflora,57.4,grass,none,158.1,118.5,154,2885532,40,Bullet Seed,Sludge Bomb,Petal Blizzard
Lilligant,57.2,grass,none,179.5,133.1,145,3464667,39.5,Charm,Petal Blizzard,Hyper Beam
Sigilyph,56.4,psychic,flying,170.9,142.5,149,3629080,39.5,Air Slash,Ancient Power,Signal Beam
Walrein (Shadow),56.3,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Sawk,56,fighting,none,183.2,124.9,149,3409732,37.5,Poison Jab,Body Slam,Low Sweep
Bastiodon (XL),55.9,rock,steel,91.6,252.9,142,3289653,50,Smack Down,Stone Edge,Flamethrower
Noivern,55.6,flying,dragon,162.4,143,164,3808934,37,Air Slash,Hurricane,Psychic
Azumarill (XL),55.3,water,fairy,106.7,140.3,201,3010128,50,Bubble,Ice Beam,Play Rough
Terrakion,55.3,rock,fighting,178.3,134.3,146,3495645,25,Smack Down,Close Combat,Rock Slide
Miltank,55.1,normal,none,135.9,164.4,182,4066747,40,Tackle,Body Slam,Ice Beam
Swalot,55,poison,none,122.5,137.5,189,3183660,40,Infestation,Sludge Bomb,Ice Beam
Floatzel,54.9,water,none,186.5,101.9,168,3194442,40,Waterfall,Hydro Pump,Aqua Jet
Cinccino,54.8,normal,none,168.3,114.6,154,2970656,40,Charm,Aqua Tail,Thunderbolt
Beheeyem,54.5,psychic,none,175.5,136.1,148,3534832,37,Confusion,Rock Slide,Psychic
Venomoth,54.5,bug,poison,153.3,124.9,147,2814233,40,Infestation,Poison Fang,Psychic
Walrein,54.4,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Tornadus (Incarnate),54.1,flying,none,189.5,124.3,138,3249327,27,Air Slash,Grass Knot,Dark Pulse
Lairon,54,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam
Munchlax,54,normal,none,120.1,104.3,237,2969955,40,Lick,Body Slam,Bulldoze
Salamence,54,dragon,flying,186.5,118.4,150,3310430,24.5,Dragon Tail,Outrage,Fire Blast
Lairon (Shadow),53.5,steel,rock,136.7,168.3,134,3084001,40,Metal Claw,Rock Slide,Body Slam
Lunatone,53.5,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic
Solrock,53.5,rock,psychic,152.5,132.8,175,3543958,40,Confusion,Rock Slide,Psychic
Throh,50.5,fighting,none,145.9,136.5,214,4263964,39,Low Kick,Body Slam,Low Sweep
Deoxys (Speed),50.4,psychic,none,179.9,173.9,110,3443005,33,Charge Beam,Psycho Boost,Thunderbolt
Mesprit,50.3,psychic,none,160.9,161.6,149,3875445,30.5,Confusion,Future Sight,Blizzard
Rampardos,50.1,rock,none,212.1,85.5,161,2920311,28,Smack Down,Rock Slide,Flamethrower
Camerupt,49.9,fire,ground,165.2,119.3,147,2897507,40,Ember,Overheat,Earth Power
Salamence (Shadow),49.6,dragon,flying,186.5,118.4,150,3310430,24.5,Dragon Tail,Outrage,Fire Blast
Cofagrigus,49.1,ghost,none,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Dark Pulse
Xatu,48.9,psychic,flying,163.6,127.2,140,2914125,40,Air Slash,Aerial Ace,Future Sight
Exploud,48,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice
Runerigus,47.6,ground,ghost,140.7,199.2,131,3670082,40,Astonish,Shadow Ball,Sand Tomb
Gorebyss,47.3,water,none,178.6,153.3,127,3477746,40,Water Gun,Psychic,Water Pulse
Vanilluxe,47.3,ice,none,171.5,147.9,143,3626933,34.5,Frost Breath,Blizzard,Signal Beam
Tauros,46.3,normal,none,164.2,152.4,151,3779298,38.5,Tackle,Horn Attack,Earthquake
Starmie,45.9,water,psychic,174.8,155.1,131,3552732,39.5,Water Gun,Psychic,Ice Beam
Ambipom,45.8,normal,none,173.9,124.9,154,3343370,40,Scratch,Aerial Ace,Low Sweep
Cherrim (Overcast),45.5,grass,none,146.2,132.8,147,2853529,40,Bullet Seed,Solar Beam,Dazzling Gleam
Octillery,44.9,water,none,167.5,123.3,154,3181011,40,Water Gun,Octazooka,Aurora Beam
Espeon,43.1,psychic,none,189.7,134.8,126,3221803,28.5,Confusion,Psychic,Last Resort
Azelf,43,psychic,none,196.1,117.7,136,3138633,28.5,Confusion,Future Sight,Fire Blast
Mr. Mime,42.8,psychic,fairy,163.6,173.9,106,3014969,40,Confusion,Psychic,Shadow Ball
Reuniclus,42.8,psychic,none,165.5,120.9,188,3761873,34,Hidden Power (Psychic),Shadow Ball,Future Sight
Claydol,42.7,ground,psychic,122.5,192.8,134,3165267,40,Confusion,Earth Power,Psychic
Weezing (Galarian),42.3,poison,fairy,149.4,167.5,140,3503561,40,Tackle,Sludge,Overheat
Meowstic (Female),42.2,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Shadow Ball
Hitmonlee (Shadow),41.4,fighting,none,184.5,153.2,118,3336033,38.5,Rock Smash,Close Combat,Stone Edge
Meowstic (Male),41.3,psychic,none,143,143.8,153,3147932,40,Confusion,Psychic,Thunderbolt
Hitmonlee,40,fighting,none,184.5,153.2,118,3336033,38.5,Rock Smash,Close Combat,Stone Edge
Stantler (Shadow),34,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp
Regigigas,33,normal,none,180.6,135.3,141,3444764,21,Hidden Power (Ground),Thunder,Focus Blast
Lopunny,31.7,normal,none,135.1,165.2,140,3125032,40,Low Kick,Fire Punch,Focus Blast
Stantler,31.3,normal,none,163.6,115.4,151,2850258,40,Tackle,Wild Charge,Stomp
Slaking,29.9,normal,none,180.8,106.4,179,3445835,20.5,Yawn,Body Slam,Earthquake
