Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Murkrow,69,dark,flying,84.3,45.8,77,296918,11.5,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Shellos,69,water,none,58.9,66.1,107,416798,17,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Starly,69,normal,flying,72.9,50.2,92,336663,26.5,Quick Attack,Brave Bird,Aerial Ace,8,7,1,10000
Baltoy,68.9,ground,psychic,54.6,91.7,90,451165,25.5,Confusion,Psybeam,Gyro Ball,5,5,3,50000
Pidgey,68.9,normal,flying,64.6,63.1,94,383180,29.5,Quick Attack,Aerial Ace,Twister,7,7,1,10000
Shinx,68.9,electric,none,75.4,48.2,90,326814,22.5,Spark,Discharge,Return,6,9,5,75000
Yanma,68.8,bug,flying,76,51.5,83,324962,12.5,Wing Attack,Aerial Ace,Silver Wind,7,7,3,50000
Houndour (Shadow),68.7,dark,fire,82.6,50,73,301178,15.5,Ember,Crunch,Flamethrower,8,10,3,50000
Fletchling,68.6,normal,flying,65.5,61.5,93,374362,24.5,Quick Attack,Aerial Ace,Swift,7,8,1,10000
Natu,68.6,psychic,flying,77.7,58.1,71,320529,17.5,Quick Attack,Drill Peck,Psyshock,6,7,3,50000
Darumaka (Galarian),68.5,ice,none,75.6,48.2,89,324202,13,Ice Fang,Ice Punch,Ice Beam,8,11,3,50000
Misdreavus,68.5,ghost,none,72.2,71,67,343585,10,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Teddiursa,68.5,normal,none,75,53.5,83,332849,14,Lick,Crunch,Cross Chop,15,12,3,50000
Binacle,68.2,rock,water,61.1,79.8,83,404791,20.5,Mud Slap,Cross Chop,Ancient Power,5,6,3,50000
Torchic,68.1,fire,none,74.9,56.2,78,328254,17,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Electrike (Shadow),68,electric,none,75.9,55,78,325249,20,Spark,Discharge,Thunderbolt,6,7,3,50000
Mudkip,68,water,none,71.1,59.5,82,346580,17,Water Gun,Stomp,Sludge,14,14,3,10000
Shinx (Shadow),67.8,electric,none,76.2,48.9,87,324339,21.5,Spark,Discharge,Thunderbolt,6,7,5,75000
Hippopotas,67.6,ground,none,64.5,66,90,382913,14,Bite,Body Slam,Rock Tomb,18,30,3,50000
Shieldon,67.5,rock,steel,50.7,133.1,72,485668,22.5,Tackle,Ancient Power,Heavy Slam,23,25,5,75000
Doduo,67.2,normal,flying,86.8,51.5,64,286264,15.5,Quick Attack,Brave Bird,Drill Peck,8,6,3,50000
Mankey,67.2,fighting,none,83,51,71,300673,16.5,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Teddiursa (Shadow),67.2,normal,none,75,53.5,83,332849,14,Lick,Crunch,Cross Chop,15,12,3,50000
Snubbull,67,fairy,none,74.2,51.5,87,332538,15.5,Bite,Crunch,Brick Break,23,18,3,50000
Mime (Jr),66.3,psychic,fairy,73.2,87.7,53,340414,17.5,Confusion,Psyshock,Psychic,4,5,5,10000
Pineco (Shadow),66.3,bug,none,62.8,75.5,83,393260,17,Bug Bite,Rock Tomb,Gyro Ball,20,20,5,75000
Larvitar (Shadow),66.2,rock,ground,69.5,60.9,85,359911,18.5,Bite,Crunch,Ancient Power,23,23,5,75000
Starly (Shadow),66.2,normal,flying,72.9,50.2,92,336663,26.5,Quick Attack,Brave Bird,Aerial Ace,8,7,1,10000
Pineco,65.6,bug,none,62.9,75.9,83,396548,18,Bug Bite,Rock Tomb,Gyro Ball,20,20,5,75000
Weedle,65.6,bug,poison,63.9,54.6,111,387185,50,Bug Bite,Return,Struggle,24,34,1,10000
Houndour,65.4,dark,fire,82.6,50,73,301178,15.5,Ember,Crunch,Flamethrower,8,10,3,50000
Bergmite,65.3,ice,none,64.2,71,84,382692,15.5,Bite,Icy Wind,Crunch,23,23,3,50000
Treecko,65.3,grass,none,73.7,61.8,74,336815,18,Bullet Seed,Grass Knot,Aerial Ace,4,4,3,10000
Buneary,65.2,normal,none,69.8,61.6,82,352645,15,Quick Attack,Fire Punch,Swift,6,8,3,50000
Rhyhorn,65.2,ground,rock,65.2,64.3,90,377750,11.5,Mud Slap,Stomp,Horn Attack,5,5,3,50000
Tangela,65.1,grass,none,72.5,70.2,67,340679,8.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Glameow,65,normal,none,69.2,58.8,88,357732,21,Quick Attack,Thunderbolt,Aerial Ace,8,7,3,50000
Inkay,65,dark,psychic,63.2,66.3,94,393604,21.5,Peck,Night Slash,Psybeam,7,12,3,50000
Froakie,64.9,water,none,74.9,58.4,76,332500,19.5,Bubble,Surf,Aerial Ace,4,5,3,10000
Murkrow (Shadow),64.8,dark,flying,84.3,45.8,77,296918,11.5,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Remoraid,64.7,water,none,80.2,49.6,77,306177,21,Water Gun,Rock Blast,Aurora Beam,14,20,1,10000
Patrat,64.5,normal,none,68.8,56.9,93,363669,24.5,Bite,Hyper Fang,Grass Knot,25,25,1,10000
Shellder (Shadow),64.5,water,none,68.2,83.3,64,363318,17.5,Ice Shard,Icy Wind,Bubble Beam,5,4,3,50000
Weedle (Shadow),64.5,bug,poison,63.9,54.6,111,387185,50,Bug Bite,Struggle,Frustration,34,24,1,10000
Rattata (Alolan),64.4,dark,normal,74.3,58.5,77,334282,26.5,Quick Attack,Crunch,Hyper Fang,7,8,1,10000
Wooloo,64.2,normal,none,58,78.4,95,432118,29.5,Tackle,Wild Charge,Stomp,23,20,3,10000
Shellder,63.9,water,none,68.2,83.3,64,363318,17.5,Ice Shard,Icy Wind,Bubble Beam,5,4,3,50000
Diglett (Alolan),63.8,ground,steel,80.6,66.9,57,307267,29,Mud Slap,Mud Bomb,Rock Tomb,5,8,3,50000
Cacnea,63.5,grass,none,84.3,46,76,295144,15,Poison Sting,Grass Knot,Seed Bomb,6,5,3,50000
Koffing,63.5,poison,none,65.2,83.4,70,380401,16,Infestation,Sludge Bomb,Dark Pulse,5,5,3,50000
Larvitar,63.4,rock,ground,69.5,60.9,85,359911,18.5,Bite,Crunch,Ancient Power,23,23,5,75000
Horsea (Shadow),63.3,water,none,76.4,65.5,65,325353,18.5,Water Gun,Dragon Pulse,Bubble Beam,20,14,3,50000
Togepi,63.2,fairy,none,53.1,95.9,92,468711,31,Hidden Power (Ground),Psyshock,Ancient Power,6,6,3,10000
Taillow,63.1,normal,flying,74.9,49.9,89,332670,25.5,Quick Attack,Aerial Ace,,7,0,1,10000
Bagon,62.9,dragon,none,75.9,57.7,75,328422,16,Ember,Crunch,Flamethrower,8,10,5,75000
Elgyem,62.9,psychic,none,76.1,56,77,327820,13.5,Confusion,Psychic,Dark Pulse,5,5,3,50000
Zigzagoon,62.9,normal,none,53.8,79,108,458776,50,Tackle,Grass Knot,Thunderbolt,25,28,1,10000
Tyrogue,62.8,fighting,none,61.1,65.2,103,410128,47,Rock Smash,Rock Slide,Brick Break,7,5,5,10000
Cherubi,62.7,grass,none,68.6,62.4,85,363884,21,Bullet Seed,Seed Bomb,Dazzling Gleam,4,6,1,10000
Staryu,62.7,water,none,77.7,67.7,61,320945,17,Water Gun,Power Gem,Bubble Beam,20,14,3,50000
Bagon (Shadow),62.5,dragon,none,75.9,57.7,75,328422,16,Ember,Crunch,Flamethrower,8,10,5,75000
Buizel,62.5,water,none,77.1,45.9,90,318461,18,Water Gun,Aqua Jet,Swift,15,19,3,50000
Helioptile,62.4,electric,normal,73.5,54.5,85,340186,21,Thunder Shock,Thunderbolt,Bulldoze,7,7,3,50000
Horsea,62.1,water,none,76.4,65.5,65,325353,18.5,Water Gun,Dragon Pulse,Bubble Beam,20,14,3,50000
Gulpin,62,poison,none,54.5,73,115,457370,23,Rock Smash,Sludge,Ice Beam,6,8,1,10000
Mr. Mime (Galarian),62,ice,psychic,75.5,73.5,59,327576,9,Confusion,Ice Punch,Psychic,4,5,5,75000
Bellsprout,61.9,grass,poison,82.1,41.9,88,302898,19,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Tangela (Shadow),61.5,grass,none,72.5,70.2,67,340679,8.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Yungoos,61.5,normal,none,79.9,44,89,312742,21.5,Bite,Crunch,Hyper Fang,23,25,1,10000
Axew,61.4,dragon,none,79.5,55.5,71,313092,14,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Bidoof (Shadow),61.1,normal,none,59.9,58.5,119,416894,28.5,Tackle,Superpower,Crunch,20,23,1,10000
Caterpie,61.1,bug,none,58.8,58.8,120,415189,50,Bug Bite,Struggle,,34,0,1,10000
Bidoof,61,normal,none,59.9,58.5,119,416894,28.5,Tackle,Superpower,Crunch,20,23,1,10000
Diglett (Shadow),61,ground,none,82,64.9,57,303389,28.5,Mud Slap,Mud Bomb,Rock Tomb,5,8,3,50000
Trapinch,61,ground,none,86.4,47.6,70,287902,15,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Voltorb (Hisuian),61,grass,electric,66.7,70.8,79,372757,19.5,Charge Beam,Thunderbolt,Energy Ball,5,5,3,50000
Wingull,61,water,flying,74.9,49.9,89,332670,25.5,Water Gun,Ice Beam,Air Cutter,19,19,3,50000
Cacnea (Shadow),60.9,grass,none,84.3,46,76,295144,15,Poison Sting,Grass Knot,Seed Bomb,6,5,3,50000
Sneasel,60.8,dark,ice,79.1,62.3,64,315609,9,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Rattata (Alolan) (Shadow),60.7,dark,normal,74.3,58.5,77,334282,26.5,Quick Attack,Crunch,Hyper Fang,7,8,1,10000
Trapinch (Shadow),60.6,ground,none,86.4,47.6,70,287902,15,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Kricketot,60.5,bug,none,50.4,74.8,108,407224,50,Bug Bite,Struggle,,34,0,1,10000
Bellsprout (Shadow),60,grass,poison,82.2,43.1,85,300878,18,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Sandile,60,ground,dark,78.7,48.3,83,315328,18.5,Mud Slap,Crunch,Bulldoze,6,8,5,75000
Gastly,59.6,ghost,poison,99.9,42.1,59,248069,15.5,Lick,Sludge Bomb,Dark Pulse,17,17,3,50000
Wurmple,59.6,bug,none,62.8,58.1,109,397270,39,Bug Bite,Struggle,,34,0,1,10000
Makuhita (Shadow),59.4,fighting,none,68.1,44.5,121,366489,24,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Drilbur,59.3,ground,none,79.5,50,79,313847,14,Mud Slap,Drill Run,Rock Tomb,6,8,3,50000
Pikipek,58.9,normal,flying,85.7,44.7,75,287236,21,Peck,Drill Peck,Sky Attack,8,9,1,10000
Diglett,58.8,ground,none,82,64.9,57,303389,28.5,Mud Slap,Mud Bomb,Rock Tomb,5,8,3,50000
Sneasel (Shadow),58.8,dark,ice,79.1,62.3,64,315609,9,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Kabuto,58.5,rock,water,76.5,77,55,323794,14,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Bunnelby,57.9,normal,none,58.3,70.5,103,423624,44,Quick Attack,Earthquake,Bulldoze,10,9,1,10000
Deerling,57.9,normal,grass,66.1,61.1,93,375806,17,Tackle,Wild Charge,Seed Bomb,23,20,3,50000
Shuppet (Shadow),57.8,ghost,none,82.7,45.3,80,300139,18,Feint Attack,Ominous Wind,Shadow Sneak,8,8,3,50000
Koffing (Shadow),57.7,poison,none,64.7,82,71,376847,15.5,Infestation,Sludge Bomb,Dark Pulse,5,5,3,50000
Makuhita,57.2,fighting,none,68.1,44.5,121,366489,24,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Petilil,56.5,grass,none,71.6,60.6,80,346969,19,Hidden Power (Grass),Seed Bomb,Energy Ball,5,7,1,10000
Wimpod,56.1,bug,water,60.5,73.9,90,402649,50,Struggle Bug,Bug Buzz,,8,0,1,10000
Phanpy,55.8,ground,none,60.4,58.8,117,415256,16,Tackle,Body Slam,Rock Slide,18,23,3,50000
Happiny,55.6,normal,none,33.6,77.3,201,522291,50,Zen Headbutt,Psychic,,10,0,5,10000
Corphish,55.4,water,none,77.5,58.8,71,323354,16,Bubble,Aqua Jet,Vise Grip,5,4,3,50000
Munna,55.4,psychic,none,63.5,58.1,106,390744,16.5,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Shuppet,55.4,ghost,none,82.7,45.3,80,300139,18,Feint Attack,Ominous Wind,Shadow Sneak,8,8,3,50000
Stufful,54.7,normal,fighting,70,55,91,350152,14,Tackle,Superpower,Stomp,20,20,1,10000
Yamask,53.9,ghost,none,59.6,92,76,416676,19.5,Astonish,Shadow Ball,Dark Pulse,7,6,3,50000
Lillipup,53.2,normal,none,68.6,61.8,85,360317,21,Tackle,Thunderbolt,Rock Tomb,28,30,1,10000
Phantump,53.2,ghost,grass,72.1,63.1,76,345973,17.5,Astonish,Seed Bomb,Shadow Ball,5,7,5,75000
Swirlix,52.8,fairy,none,61.3,70.5,93,402274,16.5,Tackle,Energy Ball,Draining Kiss,28,28,3,50000
Anorith (Shadow),52.4,rock,bug,85.2,52.8,65,292025,12,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Anorith,52.2,rock,bug,85.2,52.8,65,292025,12,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Cleffa,51.9,fairy,none,58.5,69.6,105,427887,31.5,Zen Headbutt,Body Slam,Grass Knot,6,9,1,10000
Krabby,50.9,water,none,86.1,63,53,287313,11.5,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Pancham,49.2,fighting,none,71.3,57.2,85,346484,12.5,Tackle,Body Slam,Crunch,18,23,3,50000
Yamask (Galarian),47.4,ground,ghost,59.6,92,76,416676,19.5,Astonish,Rock Tomb,Night Shade,7,7,3,50000
Solosis,47,psychic,none,87,47.5,69,284981,14,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Timburr,46.5,fighting,none,71.2,51.4,96,351275,14.5,Low Kick,Brick Break,Rock Tomb,7,12,5,75000
Spoink,45.5,psychic,none,66.1,67.7,84,375838,14.5,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Porygon,44.6,normal,none,69.6,66,77,353667,11,Charge Beam,Discharge,Hyper Beam,5,8,3,50000
Whismur,44.2,normal,none,69.8,41,124,354820,29,Astonish,Stomp,Disarming Voice,5,5,1,10000
Trubbish,43.8,poison,none,60,79.8,87,416236,19,Take Down,Seed Bomb,Gunk Shot,5,10,3,50000
Whismur (Shadow),43.5,normal,none,69.8,41,124,354820,29,Astonish,Stomp,Disarming Voice,5,5,1,10000
Chingling,43.2,psychic,none,70.1,62.1,82,356683,18.5,Astonish,Psyshock,Shadow Ball,5,7,5,10000
Porygon (Shadow),42.7,normal,none,69.6,66,77,353667,11,Charge Beam,Discharge,Hyper Beam,5,8,3,50000
Tynamo,42,electric,none,72.1,57.5,83,344124,24.5,Spark,Struggle,,13,0,1,10000
Mienfoo,41,fighting,none,81.5,55,68,304609,13.5,Low Kick,Brick Break,Focus Blast,7,15,3,50000
Feebas,36.6,water,none,37,84,84,260976,50,Tackle,Mirror Coat,,28,0,5,75000
Cranidos,36.2,rock,none,95.1,35.9,76,259459,10,Zen Headbutt,Ancient Power,Bulldoze,8,10,5,75000
Slakoth,36,normal,none,63.7,61.3,99,386929,19.5,Yawn,Body Slam,Night Slash,3,3,5,75000
Abra (Shadow),30.5,psychic,none,100.5,46.5,53,247542,14,Charge Beam,Psyshock,Shadow Ball,5,5,3,50000
Abra,30.4,psychic,none,98.5,47.5,53,247833,14,Charge Beam,Psyshock,Shadow Ball,5,5,3,50000
Beldum (Shadow),28.9,steel,psychic,60.5,84.1,81,411867,20.5,Take Down,Struggle,Frustration,13,9,5,75000
Beldum,28.5,steel,psychic,59.1,87.8,80,415502,20,Take Down,Struggle,,13,0,5,75000
Magikarp,12.7,water,none,37,84,84,260976,50,Splash,Return,Struggle,6,9,1,10000
Magikarp (Shadow),6.3,water,none,37,84,84,260976,50,Splash,Struggle,Frustration,9,6,1,10000
