Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Staravia,76.9,normal,flying,131.9,91.6,135,1631281,50,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Ponyta,76.8,fire,none,134.8,109.4,113,1666179,36.5,Ember,Flame Charge,Stomp,9,7,3,50000
Infernape,76.7,fire,fighting,136.7,100.4,118,1619407,20.5,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Moltres (Shadow),76.7,fire,flying,136.3,102.6,117,1635633,16,Wing Attack,Sky Attack,Overheat,7,8,20,100000
Crawdaunt,76.5,water,dark,144.5,96.9,110,1540695,22.5,Snarl,Night Slash,Crabhammer,3,4,3,50000
Eelektrik,76.5,electric,none,123.2,110.9,133,1818238,36.5,Spark,Crunch,Discharge,6,6,1,10000
Growlithe,76.5,fire,none,126.9,90.8,135,1554545,50,Ember,Body Slam,Flamethrower,6,10,3,50000
Torterra (Shadow),76.4,grass,ground,120.5,117.6,131,1857185,19,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Victreebel,76.4,grass,poison,135.8,94.8,128,1648364,23,Razor Leaf,Leaf Blade,Acid Spray,9,12,3,50000
Nuzleaf (Shadow),76.3,grass,dark,125.2,78.1,157,1536164,50,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Scyther (Shadow),76.3,bug,flying,134.9,110.7,111,1657053,20.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Seismitoad,76.3,water,ground,120.3,101.5,152,1856073,22,Mud Shot,Earth Power,Sludge Bomb,7,6,3,50000
Ludicolo,76.2,water,grass,117.1,123.7,132,1912593,24,Bubble,Ice Beam,Leaf Storm,5,5,3,50000
Wailmer,76.2,water,none,117.4,68.3,239,1916533,48.5,Water Gun,Body Slam,Heavy Slam,12,17,1,10000
Heatmor,76.1,fire,none,133.3,91.6,136,1660290,23,Fire Spin,Flamethrower,Thunder Punch,6,4,3,50000
Charmeleon,76,fire,none,127.1,109.1,127,1760642,39,Ember,Fire Punch,Return,7,12,3,10000
Magmortar,76,fire,none,141.4,103.4,108,1578615,17.5,Karate Chop,Fire Punch,Brick Break,5,5,5,75000
Lileep (Shadow),75.9,rock,grass,100.8,138.6,151,2111110,50,Infestation,Grass Knot,Ancient Power,5,4,3,50000
Typhlosion (Shadow),75.9,fire,none,132.2,108.3,117,1674892,19,Incinerate,Blast Burn,Solar Beam,3,4,3,10000
Weepinbell,75.9,grass,poison,137.8,84.3,139,1614019,39.5,Bullet Seed,Sludge Bomb,Power Whip,4,4,3,50000
Magby,75.8,fire,none,139.5,95.8,120,1603478,50,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Vileplume,75.8,grass,poison,129.1,110.9,121,1732053,22,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Braixen,75.6,fire,none,130.4,106.7,123,1710666,31.5,Ember,Flame Charge,Psyshock,9,8,3,10000
Celebi,75.6,psychic,grass,120.5,119.4,129,1855163,16.5,Confusion,Psychic,Seed Bomb,5,4,20,100000
Plusle,75.5,electric,none,129.2,107.3,125,1733312,34,Spark,Discharge,Grass Knot,6,7,3,50000
Staraptor (Shadow),75.5,normal,flying,140.4,90.8,124,1581461,19.5,Gust,Brave Bird,Close Combat,5,4,1,10000
Entei,75.4,fire,none,128.8,96.2,141,1746495,16,Fire Spin,Flame Charge,Overheat,5,6,20,100000
Decidueye,75.3,grass,ghost,127.8,115.3,118,1739336,20,Razor Leaf,Brave Bird,Energy Ball,14,14,3,10000
Sceptile,75.3,grass,none,136.9,108.5,110,1633945,19.5,Bullet Seed,Leaf Blade,Dragon Claw,3,3,3,10000
Blastoise (Shadow),75.1,water,none,111.5,140.7,127,1992357,22.5,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Milotic,75.1,water,none,113.2,132.2,132,1974479,18.5,Dragon Tail,Surf,Blizzard,5,9,5,75000
Oddish (Shadow),75.1,grass,poison,122.7,106.7,120,1571110,50,Razor Leaf,Sludge Bomb,Seed Bomb,13,10,3,50000
Pyroar,75.1,fire,normal,135,98,125,1653456,20,Fire Fang,Flame Charge,Overheat,10,11,3,10000
Carnivine,74.9,grass,none,130.2,101.2,130,1712621,25.5,Vine Whip,Crunch,Power Whip,6,7,5,75000
Nuzleaf,74.9,grass,dark,125.2,78.1,157,1536164,50,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Pumpkaboo (Super),74.9,ghost,grass,111.8,113.4,141,1787612,50,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Quilava,74.9,fire,none,127.1,109.1,127,1760642,39,Ember,Flame Charge,Return,9,12,3,10000
Primarina,74.8,water,fairy,131.9,116.8,110,1694382,17.5,Charm,Moonblast,Psychic,10,10,3,10000
Parasect,74.7,bug,grass,124.2,118.3,122,1792012,30.5,Fury Cutter,Cross Poison,X-Scissor,9,9,3,50000
Relicanth,74.7,water,rock,105.2,137.5,147,2126096,22.5,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Golisopod,74.6,bug,water,125.2,133.6,107,1788916,17.5,Fury Cutter,X-Scissor,Aerial Ace,9,12,1,10000
Chandelure,74.5,ghost,fire,151.4,106.9,91,1472749,16.5,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Darmanitan (Standard),74.5,fire,none,151.3,71.4,137,1480445,18,Incinerate,Rock Slide,Overheat,3,3,3,50000
Growlithe (Hisuian),74.5,fire,rock,131.9,89.9,142,1684382,50,Ember,Rock Slide,Flamethrower,8,10,3,50000
Weepinbell (Shadow),74.5,grass,poison,139.2,83.7,138,1606435,38.5,Bullet Seed,Sludge Bomb,Power Whip,4,4,3,50000
Jolteon,74.4,electric,none,138.6,113,103,1612419,19,Volt Switch,Discharge,Last Resort,3,4,5,75000
Amoonguss (Shadow),74.3,grass,poison,110.4,102,181,2038411,27,Feint Attack,Grass Knot,Sludge Bomb,9,9,3,50000
Manectric (Shadow),74.2,electric,none,142.5,91.3,120,1561030,23.5,Snarl,Wild Charge,Overheat,4,5,3,50000
Pignite,74.2,fire,fighting,128.4,84.2,161,1740293,29.5,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Entei (Shadow),74.1,fire,none,128.8,96.2,141,1746495,16,Fire Spin,Flame Charge,Overheat,5,6,20,100000
Poliwhirl (Shadow),74.1,water,none,115.1,114.3,148,1947108,50,Mud Shot,Scald,Mud Bomb,6,5,3,50000
Pumpkaboo (Large),74,ghost,grass,113.4,115.1,133,1736900,50,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Quilava (Shadow),74,fire,none,127.1,109.1,127,1760642,39,Ember,Flame Charge,Flamethrower,9,10,3,10000
Torracat,74,fire,none,136.6,89.5,134,1638022,34.5,Ember,Crunch,Flame Charge,8,9,3,10000
Vaporeon,74,water,none,119,97.2,163,1886587,17.5,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Swadloon,73.8,bug,grass,106.7,147.9,133,2099118,50,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Dewott,73.7,water,none,124.2,98.6,147,1800321,33.5,Fury Cutter,Aqua Tail,X-Scissor,9,9,3,10000
Scizor,73.7,bug,steel,137.9,110.3,106,1612512,18.5,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Staravia (Shadow),73.7,normal,flying,131.9,91.6,135,1631281,50,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Furfrou,73.6,normal,none,116.6,122.9,134,1919933,27,Sucker Punch,Surf,Grass Knot,6,8,5,75000
Monferno,73.6,fire,fighting,129.6,95.4,139,1719672,41,Ember,Flamethrower,Low Sweep,10,7,3,10000
Staraptor,73.6,normal,flying,140.4,90.8,124,1581461,19.5,Gust,Brave Bird,Close Combat,5,4,1,10000
Delcatty,73.5,normal,none,112.7,115.2,153,1986701,46.5,Feint Attack,Wild Charge,Disarming Voice,8,8,3,50000
Scyther,73.4,bug,flying,134.9,110.7,111,1657053,20.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Dartrix,73.1,grass,flying,112.3,116.8,152,1993822,34.5,Peck,Brave Bird,Seed Bomb,11,8,3,10000
Emboar,73.1,fire,fighting,137.9,79.9,147,1618930,18.5,Ember,Blast Burn,Rock Slide,9,8,3,10000
Palpitoad,73.1,water,ground,116.6,101.6,162,1919059,48.5,Mud Shot,Earth Power,Sludge Wave,7,8,3,50000
Torterra,73.1,grass,ground,120.5,117.6,131,1857185,19,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Poliwhirl,72.9,water,none,115.1,114.3,148,1947108,50,Mud Shot,Scald,Mud Bomb,6,5,3,50000
Exeggcute,72.8,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Pumpkaboo (Average),72.8,ghost,grass,114.3,116,126,1669772,50,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Purugly,72.6,normal,none,125.5,105.5,133,1762021,28.5,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Tirtouga,72.6,water,rock,113.9,132,130,1955087,47,Water Gun,Body Slam,Surf,12,14,5,75000
Omanyte (Shadow),72.5,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Simisage,72.5,grass,none,136.6,94.5,126,1627774,23.5,Vine Whip,Crunch,Grass Knot,6,7,3,50000
Kingler,72.3,water,none,143.9,115,93,1539736,19.5,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Tangela,72.2,grass,none,125,121.7,117,1778920,24.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Bibarel,72.1,normal,water,124.2,97.7,149,1807978,30.5,Water Gun,Surf,Hyper Fang,14,17,1,10000
Wormadam (Plant),72.1,bug,grass,109.9,146.8,126,2032523,33.5,Bug Bite,Bug Buzz,Energy Ball,20,19,1,10000
Cloyster,71.9,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Icy Wind,5,5,3,50000
Kabutops,71.9,rock,water,135.5,121,100,1638836,20.5,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Oddish,71.9,grass,poison,122.7,106.7,120,1571110,50,Razor Leaf,Sludge Bomb,Seed Bomb,13,10,3,50000
Bibarel (Shadow),71.8,normal,water,124.2,97.7,149,1807978,30.5,Water Gun,Surf,Hyper Fang,14,17,1,10000
Camerupt,71.6,fire,ground,134.9,101.2,122,1665522,25.5,Ember,Overheat,Earth Power,10,10,3,50000
Masquerain,71.5,bug,flying,130.3,107.8,122,1712792,24.5,Air Slash,Lunge,Air Cutter,5,7,1,10000
Ninjask,71.5,bug,flying,144.2,89.1,120,1541269,28,Fury Cutter,Aerial Ace,Bug Buzz,12,15,5,75000
Toucannon,71.5,normal,flying,137.3,96.8,122,1620926,20.5,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Exeggcute (Shadow),71.3,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Feraligatr (Shadow),71.3,water,none,123.3,118,124,1803586,19.5,Water Gun,Hydro Cannon,Crunch,14,15,3,10000
Mantyke,71.3,water,flying,100.8,163,120,1972572,50,Bubble,Aerial Ace,Ice Beam,5,5,5,10000
Camerupt (Shadow),71.2,fire,ground,134.9,101.2,122,1665522,25.5,Ember,Overheat,Earth Power,10,10,3,50000
Golduck (Shadow),71.2,water,none,125.5,112.2,127,1787063,22.5,Confusion,Cross Chop,Synchronoise,3,5,3,50000
Karrablast,71.2,bug,none,127.7,85.7,127,1390325,50,Fury Cutter,X-Scissor,Drill Run,9,12,3,50000
Miltank,71.2,normal,none,105.4,135.5,148,2112476,24,Tackle,Body Slam,Thunderbolt,18,28,5,75000
Tangela (Shadow),71.2,grass,none,125,121.7,117,1778920,24.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Wormadam (Sandy),71.1,bug,ground,109.9,146.8,126,2032523,33.5,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Oricorio (Pom-Pom),70.9,electric,flying,130.9,101.4,128,1699439,24,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Roselia,70.9,grass,poison,139.6,107.3,107,1602355,30.5,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Pumpkaboo (Small),70.7,ghost,grass,115.1,116.8,119,1600115,50,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Turtwig (Shadow),70.7,grass,none,112.6,105,135,1596678,50,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Feraligatr,70.6,water,none,123.3,118,124,1803586,19.5,Water Gun,Hydro Cannon,Crunch,14,15,3,10000
Oricorio (Baile),70.6,fire,flying,130.9,101.4,128,1699439,24,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Snover,70.6,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Suicune,70.6,water,none,107.4,141.9,137,2089025,18.5,Snarl,Ice Beam,Hydro Pump,5,6,20,100000
Breloom,70.5,grass,fighting,150.6,97.3,101,1480402,21,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Croconaw (Shadow),70.5,water,none,118.8,118.8,134,1891327,35,Water Gun,Crunch,Ice Punch,15,14,3,10000
Wailord,70.5,water,none,119.6,66.8,235,1876670,25,Water Gun,Surf,Blizzard,14,25,1,10000
Dubwool,70.4,normal,none,111,141.7,128,2013564,26,Tackle,Body Slam,Wild Charge,18,23,3,10000
Whirlipede,70.4,bug,poison,96.6,158,113,1725055,50,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Croconaw,70.2,water,none,118.8,118.8,134,1891327,35,Water Gun,Crunch,Ice Punch,15,14,3,10000
Porygon,70.2,normal,none,120.8,114.7,134,1856061,35.5,Quick Attack,Discharge,Return,7,10,3,50000
Kangaskhan,70.1,normal,none,115.9,112.8,148,1934823,22,Mud Slap,Stomp,Crunch,5,6,3,50000
Sunflora,70,grass,none,128.7,102.2,131,1723173,26,Bullet Seed,Sludge Bomb,Leaf Storm,4,5,3,50000
Wartortle,70,water,none,107.9,137.8,139,2067932,48,Water Gun,Ice Beam,Return,19,24,3,10000
Simisear,69.9,fire,none,136.6,94.5,126,1627774,23.5,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Delphox,69.8,fire,psychic,132.6,115.6,109,1671331,18,Fire Spin,Psychic,Flame Charge,6,5,3,10000
Furret,69.8,normal,none,116.1,105.4,158,1933854,34.5,Quick Attack,Brick Break,Hyper Beam,5,12,1,10000
Aipom (Shadow),69.6,normal,none,126.1,105.2,134,1778842,49,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Exeggutor,69.6,grass,psychic,136.7,93.7,128,1639303,18.5,Confusion,Psychic,Seed Bomb,5,4,3,50000
Rotom (Mow),69.6,electric,grass,129.2,143.2,93,1720709,21,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Lampent,69.5,ghost,fire,133.3,97.1,130,1681422,36.5,Ember,Energy Ball,Flame Burst,10,10,5,75000
Yanmega,69.5,bug,flying,137.3,98.3,121,1632541,18.5,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Stoutland,69.4,normal,none,125.8,114.7,124,1788973,19,Lick,Wild Charge,Crunch,15,15,1,10000
Cloyster (Shadow),69.3,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Icy Wind,5,5,3,50000
Houndour (Shadow),69.3,dark,fire,140.3,82.3,120,1386732,50,Ember,Crunch,Flamethrower,8,10,3,50000
Unfezant,69.3,normal,flying,139.2,96.2,120,1606547,20,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Huntail,68.9,water,none,131.5,126.3,102,1694679,24,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Maractus,68.9,grass,none,136.8,93.6,128,1638424,24,Poison Jab,Aerial Ace,Petal Blizzard,7,10,1,10000
Clamperl,68.8,water,none,124.4,126,105,1645929,50,Water Gun,Body Slam,Ice Beam,12,19,3,50000
Greninja,68.8,water,dark,139.6,101.6,113,1602682,21,Bubble,Night Slash,Surf,4,4,3,10000
Omanyte,68.4,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Porygon-Z,68.4,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Bulbasaur,68.3,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Sludge Bomb,Power Whip,7,7,3,10000
Heliolisk,68.2,electric,normal,137.1,112,105,1612926,21,Volt Switch,Thunderbolt,Grass Knot,4,4,3,50000
Turtwig,68.2,grass,none,112.6,105,135,1596678,50,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Blissey,68,normal,none,81.4,110.2,307,2754156,21,Zen Headbutt,Psychic,Hyper Beam,10,14,5,75000
Golduck,68,water,none,125.5,112.2,127,1787063,22.5,Confusion,Cross Chop,Synchronoise,3,5,3,50000
Porygon-Z (Shadow),68,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Slowpoke,68,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Psychic,4,5,3,50000
Snover (Shadow),67.8,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Chinchou,67.7,water,electric,101.7,94.1,164,1569336,50,Spark,Thunderbolt,Bubble Beam,7,5,3,50000
Pidgeotto,67.7,normal,flying,110.9,100.8,147,1644149,50,Wing Attack,Aerial Ace,Twister,7,7,1,10000
Ambipom (Shadow),67.6,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Corsola,67.6,water,rock,109.3,141.6,133,2057200,47.5,Bubble,Rock Blast,Bubble Beam,4,4,3,50000
Sharpedo,67.3,water,dark,166.6,64.8,124,1338010,25.5,Waterfall,Crunch,Poison Fang,6,5,3,50000
Teddiursa (Shadow),67.3,normal,none,130.2,90.8,142,1678466,50,Lick,Cross Chop,Crunch,12,15,3,50000
Ursaring,67.3,normal,none,140.3,89.1,128,1600223,19,Counter,Close Combat,Hyper Beam,7,12,3,50000
Exeggutor (Shadow),67.2,grass,psychic,136.7,93.7,128,1639303,18.5,Bullet Seed,Psychic,Seed Bomb,5,4,3,50000
Houndour,67.2,dark,fire,140.3,82.3,120,1386732,50,Ember,Crunch,Flamethrower,8,10,3,50000
Prinplup,67.2,water,none,119.1,116,136,1878103,37,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Trumbeak,67.2,normal,flying,134.9,95.2,129,1657028,47.5,Peck,Drill Peck,Rock Blast,8,8,1,10000
Yanma,67.2,bug,flying,131.6,87.4,148,1702917,48.5,Wing Attack,Aerial Ace,Ancient Power,7,7,3,50000
Dodrio,67.1,normal,flying,144.4,99.1,108,1545284,23.5,Feint Attack,Brave Bird,Drill Peck,10,7,3,50000
Elekid,67.1,electric,none,126,97.5,120,1474345,50,Thunder Shock,Thunder Punch,Brick Break,5,4,5,10000
Persian (Shadow),67.1,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Power Gem,6,10,3,50000
Skrelp,67.1,poison,water,104.2,104.2,127,1378846,50,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Teddiursa,67.1,normal,none,130.2,90.8,142,1678466,50,Lick,Cross Chop,Crunch,12,15,3,50000
Rotom (Wash),66.9,electric,water,129.2,143.2,93,1720709,21,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Slowpoke (Shadow),66.9,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Psychic,4,5,3,50000
Basculin,66.8,water,none,134,96.5,129,1667480,27,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Skorupi (Shadow),66.8,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Persian,66.6,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Return,6,12,3,50000
Fearow,66.4,normal,flying,132.6,102.7,124,1689204,28.5,Peck,Sky Attack,Drill Run,9,9,1,10000
Suicune (Shadow),66.4,water,none,107.4,141.9,137,2089025,18.5,Snarl,Ice Beam,Hydro Pump,5,6,20,100000
Ursaring (Shadow),66.4,normal,none,140.3,89.1,128,1600223,19,Counter,Close Combat,Hyper Beam,7,12,3,50000
Braviary,65.9,normal,flying,134.3,94.1,132,1668093,18,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Slowbro (Shadow),65.9,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Bulbasaur (Shadow),65.8,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Sludge Bomb,Power Whip,7,7,3,10000
Slowking (Shadow),65.8,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Blizzard,5,7,3,50000
Exploud (Shadow),65.7,normal,none,119.8,98.4,158,1863205,23.5,Bite,Crunch,Disarming Voice,23,23,1,10000
Lombre,65.7,water,grass,106.7,112.6,142,1706340,50,Bubble,Grass Knot,Ice Beam,5,5,3,50000
Loudred (Shadow),65.6,normal,none,125.2,80.7,178,1797820,50,Bite,Stomp,Disarming Voice,20,23,1,10000
Girafarig,65.5,normal,psychic,129.1,102.7,129,1711052,27,Confusion,Psychic,Thunderbolt,5,5,3,50000
Lumineon,65.4,water,none,109.5,137.2,136,2042625,33,Water Gun,Blizzard,Silver Wind,25,15,3,50000
Skorupi,65.4,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Girafarig (Shadow),65.2,normal,psychic,129.1,102.7,129,1711052,27,Confusion,Psychic,Thunderbolt,5,5,3,50000
Slowbro,65.1,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Chespin,64.7,grass,none,105,101.7,136,1452456,50,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Simipour,64.7,water,none,136.6,94.5,126,1627774,23.5,Water Gun,Surf,Crunch,14,15,3,50000
Aipom,64.6,normal,none,126.1,105.2,134,1778842,49,Scratch,Aerial Ace,Return,23,35,3,50000
Slowking,64.6,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Blizzard,5,7,3,50000
Sawsbuck,64,normal,grass,130.1,103.1,128,1717029,23,Feint Attack,Wild Charge,Megahorn,8,10,3,50000
Watchog (Shadow),64,normal,none,126.4,113.2,124,1773125,30.5,Bite,Crunch,Hyper Fang,23,25,1,10000
Exploud,63.9,normal,none,119.8,98.4,158,1863205,23.5,Bite,Crunch,Disarming Voice,23,23,1,10000
Frogadier,63.9,water,none,135.4,99.2,123,1653012,39.5,Bubble,Surf,Aerial Ace,4,5,3,10000
Wartortle (Shadow),63.9,water,none,107.9,137.8,139,2067932,48,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Chatot,63.8,normal,flying,140.4,78.4,145,1596254,32.5,Peck,Sky Attack,Night Shade,9,11,5,75000
Cinccino,63.8,normal,none,135.5,95.9,127,1650504,24.5,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Eevee,63.3,normal,none,100,108.4,135,1463320,50,Quick Attack,Body Slam,Last Resort,5,8,5,75000
Loudred,63.3,normal,none,125.2,80.7,178,1797820,50,Bite,Stomp,Disarming Voice,20,23,1,10000
Mothim,63.1,bug,flying,140,83,137,1591422,31.5,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Seel,62.9,water,none,84,114.3,149,1430849,50,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Flaaffy,62.8,electric,none,121.9,99.8,151,1835783,45.5,Charge Beam,Discharge,Power Gem,5,6,5,75000
Octillery,62.8,water,none,132.9,103.2,123,1686230,24.5,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Brionne,62.4,water,none,124.8,115.4,123,1770908,29.5,Water Gun,Disarming Voice,Aqua Jet,15,15,3,10000
Raticate,62.3,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Return,8,10,1,10000
Cacturne,62.1,grass,dark,148.9,83.5,121,1505536,23.5,Poison Jab,Grass Knot,Dark Pulse,8,8,3,50000
Frillish,61.9,water,ghost,109.2,125.2,135,1846427,50,Hex,Ice Beam,Ominous Wind,5,4,3,50000
Clawitzer,61.8,water,none,134.4,110.5,111,1648951,20,Smack Down,Crabhammer,Dark Pulse,7,7,3,50000
Ambipom,61.1,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Return,23,35,3,50000
Beautifly,61.1,bug,flying,146.4,81.9,128,1535506,34.5,Infestation,Bug Buzz,Silver Wind,5,4,1,10000
Watchog,61.1,normal,none,126.4,113.2,124,1773125,30.5,Bite,Crunch,Hyper Fang,23,25,1,10000
Rowlet,60.5,grass,flying,98.3,95.8,154,1450375,50,Razor Leaf,Seed Bomb,Energy Ball,10,14,3,10000
Flaaffy (Shadow),60.4,electric,none,121.9,99.8,151,1835783,45.5,Charge Beam,Discharge,Power Gem,5,6,5,75000
Illumise,60.4,bug,none,111.1,136.8,132,2005636,34,Struggle Bug,Bug Buzz,Silver Wind,8,6,3,50000
Swanna (Shadow),60.2,water,flying,129.3,99.7,134,1727466,26.5,Air Slash,Hurricane,Ice Beam,8,7,3,50000
Buneary,60,normal,none,121.8,100.8,135,1658639,50,Quick Attack,Fire Punch,Swift,6,8,3,50000
Swanna,59.9,water,flying,129.3,99.7,134,1727466,26.5,Air Slash,Hurricane,Ice Beam,8,7,3,50000
Gumshoos,59.7,normal,none,134.9,85.7,144,1664430,25.5,Bite,Crunch,Hyper Fang,23,25,1,10000
Shellos,59.6,water,none,99.2,100.8,166,1659740,50,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Cacturne (Shadow),59.2,grass,dark,148.9,83.5,121,1505536,23.5,Poison Jab,Dark Pulse,Grass Knot,8,8,3,50000
Volbeat,59.2,bug,none,111.1,136.8,132,2005636,34,Struggle Bug,Bug Buzz,Thunderbolt,8,7,3,50000
Seadra (Shadow),59.1,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Dragon Pulse,25,20,3,50000
Floatzel,58.8,water,none,143.8,81.1,133,1551619,22.5,Waterfall,Hydro Pump,Aqua Jet,10,6,3,50000
Popplio,58.8,water,none,113.4,99.2,127,1428526,50,Water Gun,Aqua Tail,Aqua Jet,12,15,3,10000
Kabuto,58.7,rock,water,133.6,128.6,97,1667621,49,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Butterfree,58.4,bug,flying,126.7,111.9,124,1757032,31.5,Confusion,Bug Buzz,Psychic,5,5,1,10000
Herdier,58.2,normal,none,119.7,110.9,141,1871188,41.5,Lick,Thunderbolt,Play Rough,19,20,1,10000
Pineco (Shadow),58.1,bug,none,103.4,115.1,127,1511117,50,Bug Bite,Rock Tomb,Sand Tomb,20,14,5,75000
Goldeen,57.1,water,none,116,105,120,1461636,50,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Raticate (Shadow),56.4,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Hyper Beam,8,12,1,10000
Audino,55.9,normal,none,92.6,138.1,189,2416540,39,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Stufful,55.6,normal,fighting,125.2,90.8,157,1783933,50,Tackle,Superpower,Stomp,20,20,1,10000
Seadra,55.5,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Return,25,24,3,50000
Piplup,55.4,water,none,106.7,98.3,131,1374452,50,Bubble,Drill Peck,Icy Wind,4,5,3,10000
