"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Porygon-Z","Hidden Power (Psychic)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Rock)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Ice)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Bug)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Dragon)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Ghost)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Dark)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Porygon-Z","Hidden Power (Steel)","Solar Beam","15.833","321.8","1277.1","3266"
"Shadow Abomasnow","Razor Leaf","Weather Ball Ice","15.472","343.6","1272.7","2362"
"Shadow Electivire","Thunder Shock","Flamethrower","15.841","319.6","1270.6","3079"
"Shadow Weavile","Feint Attack","Focus Blast","15.843","318.7","1267.4","3005"
"Shadow Venusaur","Razor Leaf","Solar Beam","15.121","365.7","1264.5","2720"
"Shadow Vileplume","Acid","Solar Beam","15.711","324.1","1256.8","2559"
"Shadow Muk","Poison Jab","Gunk Shot","14.689","394","1248.7","2757"
"Shadow Charizard","Dragon Breath","Flamethrower","15.452","337.7","1245.9","2889"
"Shadow Aerodactyl","Bite","Rock Slide","15.663","323.1","1241.7","2783"
"Shadow Houndoom","Fire Fang","Crunch","16.194","291.8","1239.3","2635"
"Shadow Abomasnow","Powder Snow","Weather Ball Ice","15.369","341.4","1239.2","2362"
"Shadow Alakazam","Counter","Fire Punch","16.433","278.5","1235.6","3057"
"Shadow Poliwrath","Bubble","Dynamic Punch","14.816","378.5","1231.1","2586"
"Shadow Crobat","Air Slash","Sludge Bomb","15.081","358.5","1229.7","2646"
"Shadow Gyarados","Waterfall","Crunch","14.627","392.8","1229.2","3391"
"Shadow Nidoking","Fury Cutter","Earth Power","15.667","319.2","1227.4","2567"
"Shadow Victreebel","Acid","Solar Beam","16.199","288.1","1224.4","2431"
"Shadow Swampert","Mud Shot","Earthquake","14.667","386.8","1220.5","2974"
"Shadow Shiftry","Bullet Seed","Leaf Blade","16.235","283.5","1213.1","2333"
"Shadow Skuntank","Poison Jab","Sludge Bomb","15.533","323.5","1212.4","2358"
"Shadow Snorlax","Lick","Body Slam","13.472","494.6","1209.3","3225"
"Shadow Flygon","Mud Shot","Earth Power","15.356","333.2","1206.5","2661"
"Shadow Omastar","Water Gun","Rock Slide","15.066","351.9","1203.6","2786"
"Shadow Pinsir","Bug Bite","Superpower","15.606","316.5","1203","2959"
"Shadow Aerodactyl","Rock Throw","Hyper Beam","15.539","320.5","1202.6","2783"
"Shadow Blastoise","Bite","Hydro Cannon","14.633","381.4","1194.8","2466"
"Shadow Gyarados","Dragon Tail","Dragon Pulse","14.52","389.9","1193.4","3391"
"Shadow Charizard","Fire Spin","Dragon Claw","15.269","333.7","1187.9","2889"
"Shadow Articuno","Frost Breath","Ice Beam","13.856","446.5","1187.8","3051"
"Shadow Aerodactyl","Rock Throw","Earth Power","15.472","319.2","1182.2","2783"
"Shadow Houndoom","Snarl","Fire Blast","16","288.4","1181.2","2635"
"Shadow Charizard","Wing Attack","Fire Blast","15.232","332.9","1176.5","2889"
"Shadow Arcanine","Thunder Fang","Fire Blast","15","348.6","1176.4","3029"
"Shadow Porygon-Z","Lock-On","Blizzard","15.493","314.9","1171.2","3266"
"Shadow Magneton","Thunder Shock","Discharge","16.403","265.3","1170.8","2485"
"Shadow Electivire","Low Kick","Thunder Punch","15.514","313","1168.8","3079"
"Shadow Articuno","Frost Breath","Blizzard","13.798","444.6","1168.1","3051"
"Shadow Moltres","Fire Spin","Ancient Power","14.656","368.8","1161","3465"
"Shadow Slowbro","Confusion","Psychic","14.519","378.2","1157.7","2545"
"Shadow Slowking","Confusion","Psychic","14.519","378.2","1157.7","2545"
"Shadow Magnezone","Spark","Flash Cannon","14.848","353.3","1156.5","3205"
"Shadow Skuntank","Bite","Sludge Bomb","15.348","319.7","1155.8","2358"
"Shadow Scyther","Fury Cutter","X-Scissor","15.499","310.1","1154.4","2706"
"Shadow Vileplume","Razor Leaf","Solar Beam","15.376","317.2","1153.1","2559"
"Shadow Magneton","Thunder Shock","Magnet Bomb","16.337","264.2","1152.2","2485"
"Shadow Ninetales","Fire Spin","Weather Ball Fire","14.99","341.2","1149.3","2279"
"Shadow Houndoom","Snarl","Crunch","15.883","286.3","1147","2635"
"Shadow Magneton","Spark","Discharge","16.314","263.9","1145.7","2485"
"Shadow Magmortar","Fire Spin","Brick Break","15.239","323","1143.1","3132"
"Shadow Aggron","Dragon Tail","Heavy Slam","14.038","412.9","1142.4","3000"
"Shadow Nidoking","Poison Jab","Earthquake","15.375","313.2","1138.3","2567"
"Shadow Alakazam","Psycho Cut","Fire Punch","16.095","272.7","1137","3057"
"Shadow Snorlax","Zen Headbutt","Hyper Beam","13.26","486.8","1135","3225"
"Shadow Victreebel","Razor Leaf","Solar Beam","15.881","282.4","1131.1","2431"
"Shadow Magneton","Spark","Magnet Bomb","16.255","262.9","1129.2","2485"
"Shadow Absol","Psycho Cut","Dark Pulse","16.868","234.4","1125.1","2526"
"Shadow Arcanine","Bite","Fire Blast","14.828","344.6","1123.3","3029"
"Shadow Snorlax","Lick","Outrage","13.213","485","1118.8","3225"
"Shadow Shiftry","Feint Attack","Foul Play","15.894","277.5","1114.2","2333"
"Shadow Charizard","Air Slash","Fire Blast","15.026","328.4","1113.9","2889"
"Shadow Sharpedo","Bite","Hydro Pump","18.001","190.8","1112.7","2181"
"Shadow Machamp","Karate Chop","Payback","14.935","333.6","1111.3","3056"
"Shadow Articuno","Ice Shard","Ice Beam","13.6","438.2","1102.4","3051"
"Shadow Sharpedo","Bite","Crunch","17.945","190.2","1099.1","2181"
"Shadow Omastar","Water Gun","Hydro Pump","14.717","343.8","1095.7","2786"
"Shadow Shiftry","Razor Leaf","Foul Play","15.822","276.2","1094.1","2333"
"Shadow Pinsir","Fury Cutter","Superpower","15.236","309","1092.7","2959"
"Shadow Machamp","Karate Chop","Stone Edge","14.85","331.7","1086.5","3056"
"Shadow Sharpedo","Waterfall","Crunch","17.874","189.4","1081.6","2181"
"Shadow Crobat","Bite","Sludge Bomb","14.604","347.2","1081.3","2646"
"Shadow Gyarados","Bite","Dragon Pulse","14.163","380.3","1080.5","3391"
"Shadow Gyarados","Dragon Breath","Dragon Pulse","14.163","380.3","1080.5","3391"
"Shadow Venusaur","Vine Whip","Petal Blizzard","14.532","351.5","1078.6","2720"
"Shadow Politoed","Mud Shot","Weather Ball Water","14.419","359.1","1076.5","2449"
"Shadow Aggron","Iron Tail","Stone Edge","13.812","406.3","1070.6","3000"
"Shadow Mamoswine","Mud Slap","Ancient Power","14.537","347.9","1068.7","3328"
"Shadow Scyther","Air Slash","X-Scissor","15.202","304.2","1068.6","2706"
"Shadow Slowbro","Water Gun","Psychic","14.218","370.4","1064.4","2545"
"Shadow Slowking","Water Gun","Psychic","14.218","370.4","1064.4","2545"
"Shadow Armaldo","Fury Cutter","Rock Blast","14.912","319.5","1059.4","2848"
"Shadow Ampharos","Volt Switch","Zap Cannon","14.546","343.6","1057.7","2852"
"Shadow Snorlax","Zen Headbutt","Skull Bash","13.009","477.6","1051.5","3225"
"Shadow Porygon-Z","Lock-On","Zap Cannon","15.073","306.4","1049.1","3266"
"Shadow Gyarados","Dragon Tail","Crunch","14.057","377.5","1048.5","3391"
"Shadow Electivire","Thunder Shock","Ice Punch","15.075","304.1","1041.9","3079"
"Shadow Machamp","Bullet Punch","Cross Chop","14.688","328.1","1039.8","3056"
"Shadow Aerodactyl","Rock Throw","Ancient Power","14.98","309","1038.7","2783"
"Shadow Sharpedo","Waterfall","Hydro Pump","17.691","187.5","1038","2181"
"Shadow Flygon","Mud Shot","Dragon Claw","14.785","320.8","1036.7","2661"
"Shadow Articuno","Ice Shard","Blizzard","13.391","431.5","1036.2","3051"
"Shadow Poliwrath","Rock Smash","Dynamic Punch","14.19","362.5","1035.9","2586"
"Shadow Pinsir","Bug Bite","Close Combat","15.03","304.8","1034.9","2959"
"Shadow Absol","Snarl","Megahorn","16.519","229.6","1034.8","2526"
"Shadow Aerodactyl","Rock Throw","Iron Head","14.957","308.5","1032.4","2783"
"Shadow Omastar","Rock Throw","Rock Blast","14.497","338.6","1031.7","2786"
"Shadow Aggron","Smack Down","Stone Edge","13.674","402.2","1028.3","3000"
"Shadow Magnezone","Spark","Mirror Shot","14.393","342.4","1021","3205"
"Shadow Torterra","Bite","Earthquake","13.929","377.7","1020.8","2934"
"Shadow Scyther","Steel Wing","X-Scissor","15.024","300.6","1019.3","2706"
"Shadow Porygon-Z","Hidden Power (Fire)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Fighting)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Water)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Flying)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Grass)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Poison)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Electric)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Ground)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Psychic)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Rock)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Ice)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Bug)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Dragon)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Ghost)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Dark)","Blizzard","14.959","304","1017.7","3266"
"Shadow Porygon-Z","Hidden Power (Steel)","Blizzard","14.959","304","1017.7","3266"
"Shadow Magneton","Charge Beam","Discharge","15.831","256.1","1015.9","2485"
"Shadow Charizard","Ember","Fire Blast","14.679","320.8","1014.5","2889"
"Shadow Ambipom","Scratch","Hyper Beam","15.423","276.2","1013.4","2418"
"Shadow Pinsir","Rock Smash","X-Scissor","14.951","303.2","1013.2","2959"
"Shadow Machamp","Bullet Punch","Submission","14.59","325.9","1012.2","3056"
"Shadow Gallade","Charm","Close Combat","14.578","325.7","1009.1","3093"
"Shadow Muk","Lick","Gunk Shot","13.927","373.5","1009","2757"
"Shadow Magneton","Charge Beam","Magnet Bomb","15.802","255.6","1008.6","2485"
"Shadow Nidoqueen","Poison Jab","Earth Power","14.296","345.1","1008.3","2488"
"Shadow Kabutops","Waterfall","Stone Edge","15.024","296.9","1006.7","2713"
"Shadow Machamp","Bullet Punch","Heavy Slam","14.563","325.3","1004.8","3056"
"Shadow Machamp","Bullet Punch","Close Combat","14.556","325.2","1002.8","3056"
"Shadow Electivire","Low Kick","Thunder","14.928","301.2","1002","3079"
"Shadow Porygon-Z","Charge Beam","Blizzard","14.896","302.7","1000.6","3266"
"Shadow Electivire","Low Kick","Flamethrower","14.921","301","1000.1","3079"
"Shadow Walrein","Waterfall","Blizzard","13.692","388.7","997.8","2726"
"Shadow Piloswine","Powder Snow","Avalanche","14.709","312.3","993.9","2345"
"Shadow Piloswine","Ice Shard","Avalanche","14.699","312.1","991.3","2345"
"Shadow Arcanine","Fire Fang","Crunch","14.371","333.9","991.2","3029"
"Shadow Suicune","Snarl","Hydro Pump","12.994","450.9","989.3","2983"
"Shadow Weavile","Ice Shard","Focus Blast","14.891","299.5","989","3005"
"Shadow Cloyster","Frost Breath","Avalanche","14.268","339.9","987.2","2547"
"Shadow Snorlax","Zen Headbutt","Body Slam","12.793","469.6","983.3","3225"
"Shadow Nidoking","Iron Tail","Earth Power","14.821","301.9","983.1","2567"
"Shadow Charizard","Air Slash","Dragon Claw","14.546","317.9","978.5","2889"
"Shadow Machamp","Bullet Punch","Rock Slide","14.459","323","976.4","3056"
"Shadow Poliwrath","Mud Shot","Dynamic Punch","13.964","356.8","971.4","2586"
"Shadow Charizard","Wing Attack","Dragon Claw","14.516","317.2","970.2","2889"
"Shadow Gyarados","Bite","Crunch","13.782","370.1","968.7","3391"
"Shadow Gyarados","Dragon Breath","Crunch","13.782","370.1","968.7","3391"
"Shadow Electabuzz","Thunder Shock","Thunderbolt","15.268","271.9","967.7","2334"
"Shadow Moltres","Wing Attack","Ancient Power","14","352.3","966.8","3465"
"Shadow Ampharos","Charge Beam","Zap Cannon","14.213","335.8","964.1","2852"
"Shadow Porygon2","Lock-On","Hyper Beam","14.147","339.8","962.2","2711"
"Shadow Arcanine","Fire Fang","Bulldoze","14.25","331.1","958.2","3029"
"Shadow Charizard","Dragon Breath","Fire Blast","14.458","316","954.9","2889"
"Shadow Articuno","Frost Breath","Hurricane","13.117","422.7","954","3051"
"Shadow Cacturne","Sucker Punch","Dynamic Punch","16.134","226.8","952.6","2298"
"Shadow Snorlax","Lick","Heavy Slam","12.676","465.3","947.8","3225"
"Shadow Zapdos","Thunder Shock","Ancient Power","13.858","355.8","947","3527"
"Shadow Porygon-Z","Hidden Power (Fire)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Fighting)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Water)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Flying)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Grass)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Poison)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Electric)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Ground)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Psychic)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Rock)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Ice)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Bug)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Dragon)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Ghost)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Dark)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Porygon-Z","Hidden Power (Steel)","Zap Cannon","14.688","298.5","946","3266"
"Shadow Aerodactyl","Steel Wing","Earth Power","14.632","301.8","945.6","2783"
"Shadow Cacturne","Sucker Punch","Dark Pulse","16.102","226.4","945.1","2298"
"Shadow Nidoking","Fury Cutter","Earthquake","14.668","298.8","943.1","2567"
"Shadow Snorlax","Zen Headbutt","Outrage","12.652","464.5","940.8","3225"
"Shadow Ninetales","Ember","Weather Ball Fire","14.247","324.3","937.9","2279"
"Shadow Swampert","Water Gun","Muddy Water","13.731","362.1","937.5","2974"
"Shadow Ursaring","Counter","Close Combat","14.633","298.7","935.9","2945"
"Shadow Scyther","Fury Cutter","Aerial Ace","14.696","294","933.2","2706"
"Shadow Crobat","Air Slash","Shadow Ball","14.065","334.4","930.4","2646"
"Shadow Venusaur","Razor Leaf","Petal Blizzard","13.983","338.2","924.7","2720"
"Shadow Cloyster","Ice Shard","Avalanche","14.036","334.4","924.6","2547"
"Shadow Omastar","Mud Shot","Rock Slide","14.099","329.3","923.1","2786"
"Shadow Walrein","Frost Breath","Blizzard","13.411","380.7","918.2","2726"
"Shadow Lapras","Water Gun","Surf","13.022","415.6","917.7","2641"
"Shadow Porygon-Z","Charge Beam","Zap Cannon","14.569","296.1","915.6","3266"
"Shadow Snorlax","Lick","Earthquake","12.564","461.2","914.6","3225"
"Shadow Armaldo","Struggle Bug","Rock Blast","14.371","307.9","913.8","2848"
"Shadow Scyther","Air Slash","Aerial Ace","14.604","292.2","910","2706"
"Shadow Flygon","Mud Shot","Earthquake","14.301","310.3","907.3","2661"
"Shadow Magneton","Thunder Shock","Zap Cannon","15.373","248.6","903.3","2485"
"Shadow Machoke","Karate Chop","Dynamic Punch","15.231","252.8","893.3","2031"
"Shadow Venusaur","Vine Whip","Sludge Wave","13.835","334.6","886","2720"
"Shadow Ursaring","Shadow Claw","Close Combat","14.423","294.4","883.4","2945"
"Shadow Aerodactyl","Steel Wing","Ancient Power","14.382","296.7","882.6","2783"
"Shadow Snorlax","Lick","Superpower","12.45","457","882","3225"
"Shadow Kadabra","Confusion","Shadow Ball","17.103","176.3","881.7","2059"
"Shadow Gliscor","Wing Attack","Earthquake","13.459","361.6","881.6","2692"
"Shadow Kabutops","Waterfall","Ancient Power","14.532","287.2","881.2","2713"
"Shadow Scyther","Steel Wing","Aerial Ace","14.485","289.8","880.8","2706"
"Shadow Magnezone","Charge Beam","Flash Cannon","13.867","329.9","879.7","3205"
"Shadow Magnezone","Charge Beam","Mirror Shot","13.866","329.9","879.6","3205"
"Shadow Omastar","Rock Throw","Ancient Power","13.925","325.3","878.4","2786"
"Shadow Muk","Poison Jab","Sludge Wave","13.453","360.8","878.4","2757"
"Shadow Charizard","Ember","Dragon Claw","14.158","309.4","878.1","2889"
"Shadow Pinsir","Fury Cutter","Close Combat","14.418","292.4","876.4","2959"
"Shadow Ninetales","Feint Attack","Weather Ball Fire","14.005","318.8","875.6","2279"
"Shadow Nidoqueen","Poison Jab","Earthquake","13.797","333","874.5","2488"
"Shadow Aerodactyl","Bite","Earth Power","14.328","295.6","869.5","2783"
"Shadow Lapras","Frost Breath","Surf","12.846","410","869.1","2641"
"Shadow Ampharos","Volt Switch","Thunder Punch","13.844","327","867.8","2852"
"Shadow Aerodactyl","Steel Wing","Hyper Beam","14.319","295.4","867.2","2783"
"Shadow Electivire","Low Kick","Ice Punch","14.393","290.4","865.9","3079"
"Shadow Magneton","Spark","Zap Cannon","15.209","246","865.5","2485"
"Shadow Vileplume","Acid","Petal Blizzard","14.304","295.1","863.6","2559"
"Shadow Banette","Shadow Claw","Dazzling Gleam","15.638","225.7","863.2","2298"
"Shadow Flygon","Dragon Tail","Stone Edge","14.119","306.3","862.2","2661"
"Shadow Gliscor","Fury Cutter","Earthquake","13.378","359.4","860.6","2692"
"Shadow Torterra","Razor Leaf","Stone Edge","13.326","361.4","855.1","2934"
"Shadow Pinsir","Bug Bite","Submission","14.33","290.6","855","2959"
"Shadow Shiftry","Bullet Seed","Foul Play","14.875","259.7","854.7","2333"
"Shadow Vileplume","Razor Leaf","Petal Blizzard","14.228","293.5","845.5","2559"
"Shadow Charizard","Dragon Breath","Dragon Claw","14.02","306.4","844.2","2889"
"Shadow Sneasel","Feint Attack","Avalanche","15.397","230.8","842.5","2051"
"Shadow Omastar","Water Gun","Rock Blast","13.766","321.5","838.7","2786"
"Shadow Aggron","Dragon Tail","Stone Edge","12.979","381.8","834.7","3000"
"Shadow Zapdos","Charge Beam","Ancient Power","13.425","344.7","834.1","3527"
"Shadow Suicune","Extrasensory","Hydro Pump","12.45","432","833.7","2983"
"Shadow Aggron","Iron Tail","Thunder","12.971","381.5","832.7","3000"
"Shadow Politoed","Bubble","Surf","13.52","336.7","832.3","2449"
"Shadow Swampert","Mud Shot","Muddy Water","13.322","351.3","830.5","2974"
"Shadow Nidoking","Poison Jab","Sludge Wave","14.207","289.4","829.9","2567"
"Shadow Aerodactyl","Bite","Ancient Power","14.162","292.1","829.8","2783"
"Shadow Weezing","Acid","Sludge Bomb","13.961","304.7","829.2","2293"
"Shadow Cacturne","Poison Jab","Dark Pulse","15.58","219","828.3","2298"
"Shadow Magmar","Karate Chop","Flamethrower","14.772","257","828.3","2394"
"Shadow Cacturne","Poison Jab","Dynamic Punch","15.575","219","827.4","2298"
"Shadow Nidoking","Poison Jab","Megahorn","14.196","289.2","827.4","2567"
"Shadow Crobat","Bite","Shadow Ball","13.655","324.6","826.5","2646"
"Shadow Articuno","Ice Shard","Hurricane","12.653","407.7","826","3051"
"Shadow Absol","Snarl","Thunder","15.58","216.5","818.7","2526"
"Shadow Magmar","Ember","Flamethrower","14.711","255.9","814.9","2394"
"Shadow Kabutops","Fury Cutter","Stone Edge","14.247","281.5","814.2","2713"
"Shadow Lapras","Water Gun","Blizzard","12.638","403.4","814.2","2641"
"Shadow Kadabra","Psycho Cut","Shadow Ball","16.741","172.5","809.4","2059"
"Shadow Bellossom","Razor Leaf","Leaf Blade","13.727","312.8","809","2281"
"Shadow Kabutops","Waterfall","Water Pulse","14.213","280.9","806.4","2713"
"Shadow Mamoswine","Powder Snow","Stone Edge","13.541","324","804.6","3328"
"Shadow Muk","Infestation","Gunk Shot","13.144","352.5","800.5","2757"
"Shadow Lapras","Water Gun","Ice Beam","12.578","401.4","798.8","2641"
"Shadow Lapras","Ice Shard","Surf","12.577","401.4","798.7","2641"
"Shadow Venusaur","Razor Leaf","Sludge Wave","13.46","325.5","793.8","2720"
"Shadow Aggron","Smack Down","Thunder","12.808","376.7","791.6","3000"
"Shadow Nidoqueen","Bite","Earth Power","13.444","324.5","788.5","2488"
"Shadow Ampharos","Volt Switch","Thunder","13.511","319.2","787.1","2852"
"Shadow Ursaring","Metal Claw","Close Combat","14.009","286","786.2","2945"
"Shadow Golduck","Water Gun","Hydro Pump","13.905","291.8","784.5","2450"
"Shadow Poliwrath","Bubble","Hydro Pump","13.233","338.1","783.4","2586"
"Shadow Lapras","Water Gun","Hydro Pump","12.517","399.5","783.4","2641"
"Shadow Ampharos","Charge Beam","Thunder Punch","13.489","318.7","782.1","2852"
"Shadow Machoke","Low Kick","Dynamic Punch","14.733","244.5","781.9","2031"
"Shadow Aerodactyl","Bite","Hyper Beam","13.904","286.8","771","2783"
"Shadow Lapras","Frost Breath","Ice Beam","12.463","397.8","770.1","2641"
"Shadow Pinsir","Rock Smash","Superpower","13.954","283","768.9","2959"
"Shadow Omastar","Mud Shot","Hydro Pump","13.44","314","762.2","2786"
"Shadow Aerodactyl","Steel Wing","Iron Head","13.847","285.6","758.5","2783"
"Shadow Hitmonlee","Low Kick","Close Combat","14.481","249.5","757.6","2576"
"Shadow Lapras","Frost Breath","Blizzard","12.4","395.8","754.6","2641"
"Shadow Snorlax","Zen Headbutt","Heavy Slam","11.967","439.3","753","3225"
"Shadow Ninetales","Fire Spin","Overheat","13.457","306.3","746.4","2279"
"Shadow Omastar","Water Gun","Ancient Power","13.369","312.3","746.2","2786"
"Shadow Arcanine","Snarl","Crunch","13.366","310.6","741.6","3029"
"Shadow Electabuzz","Low Kick","Thunderbolt","14.281","254.3","740.7","2334"
"Shadow Porygon2","Charge Beam","Hyper Beam","13.24","318","738","2711"
"Shadow Arcanine","Bite","Crunch","13.347","310.1","737.3","3029"
"Shadow Mamoswine","Powder Snow","Ancient Power","13.245","316.9","736.5","3328"
"Shadow Kabutops","Fury Cutter","Ancient Power","13.875","274.2","732.4","2713"
"Shadow Snorlax","Zen Headbutt","Superpower","11.875","435.9","730","3225"
"Shadow Hitmonchan","Counter","Close Combat","14.064","262.1","729.1","2332"
"Shadow Lapras","Frost Breath","Hydro Pump","12.292","392.3","728.7","2641"
"Shadow Bellossom","Acid","Leaf Blade","13.357","304.3","725.1","2281"
"Shadow Pinsir","Fury Cutter","Submission","13.74","278.6","722.9","2959"
"Shadow Hitmonchan","Counter","Power-Up Punch","14.029","261.4","721.9","2332"
"Shadow Sneasel","Ice Shard","Avalanche","14.8","221.9","719.3","2051"
"Shadow Magmar","Ember","Fire Punch","14.259","248.1","719.2","2394"
"Shadow Magmortar","Karate Chop","Brick Break","13.57","287.6","718.8","3132"
"Shadow Walrein","Waterfall","Earthquake","12.613","358","718.4","2726"
"Shadow Lapras","Ice Shard","Ice Beam","12.243","390.8","717.1","2641"
"Shadow Magmar","Karate Chop","Fire Punch","14.245","247.8","716.3","2394"
"Shadow Ampharos","Volt Switch","Focus Blast","13.186","311.5","714.2","2852"
"Shadow Hitmonlee","Low Kick","Brick Break","14.266","245.8","713.7","2576"
"Shadow Mismagius","Hex","Dazzling Gleam","13.745","273","708.9","2615"
"Shadow Abomasnow","Razor Leaf","Blizzard","13.365","296.8","708.6","2362"
"Shadow Arcanine","Thunder Fang","Crunch","13.194","306.6","704.2","3029"
"Shadow Bellossom","Bullet Seed","Leaf Blade","13.241","301.7","700.4","2281"
"Shadow Muk","Poison Jab","Dark Pulse","12.696","340.5","696.9","2757"
"Shadow Hitmonlee","Rock Smash","Brick Break","14.179","244.3","696.4","2576"
"Shadow Golduck","Water Gun","Psychic","13.496","283.2","696.2","2450"
"Shadow Scizor","Bullet Punch","Night Slash","13.462","285.3","696.2","3001"
"Shadow Nidoking","Iron Tail","Earthquake","13.591","276.9","695.1","2567"
"Shadow Machamp","Bullet Punch","Payback","13.279","296.6","694.5","3056"
"Shadow Ampharos","Charge Beam","Thunder","13.079","309","691.2","2852"
"Shadow Skuntank","Poison Jab","Crunch","13.495","281.1","690.7","2358"
"Shadow Cloyster","Frost Breath","Blizzard","13.03","310.4","686.7","2547"
"Shadow Ampharos","Volt Switch","Power Gem","13.054","308.4","686","2852"
"Shadow Hitmonlee","Rock Smash","Close Combat","14.12","243.3","684.8","2576"
"Shadow Machamp","Bullet Punch","Stone Edge","13.222","295.4","682.8","3056"
"Shadow Snorlax","Zen Headbutt","Earthquake","11.678","428.7","682.8","3225"
"Shadow Magneton","Charge Beam","Zap Cannon","14.323","231.7","680.7","2485"
"Shadow Skuntank","Bite","Crunch","13.439","279.9","679.3","2358"
"Shadow Sneasel","Feint Attack","Foul Play","14.588","218.7","678.9","2051"
"Shadow Kadabra","Confusion","Dazzling Gleam","15.997","164.9","674.8","2059"
"Shadow Poliwrath","Rock Smash","Hydro Pump","12.746","325.6","674.4","2586"
"Shadow Mismagius","Sucker Punch","Dazzling Gleam","13.574","269.6","674.1","2615"
"Shadow Porygon2","Hidden Power (Fire)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Fighting)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Water)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Flying)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Grass)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Poison)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Electric)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Ground)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Psychic)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Rock)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Ice)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Bug)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Dragon)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Ghost)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Porygon2","Hidden Power (Dark)","Hyper Beam","12.932","310.6","671.9","2711"
