"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Archen","Wing Attack","Dragon Claw","11.991","139.3","240.2","1842"
"Grotle","Razor Leaf","Solar Beam","10.28","220.9","240","1890"
"Plusle","Spark","Thunderbolt","10.899","185.2","239.8","1778"
"Registeel","Metal Claw","Hyper Beam","8.658","369.5","239.8","2447"
"Tropius","Razor Leaf","Leaf Blade","9.503","279.4","239.7","1941"
"Arbok","Acid","Gunk Shot","10.471","207.5","238.3","1921"
"Umbreon","Snarl","Foul Play","8.719","356.4","236.3","2137"
"Claydol","Confusion","Psychic","9.508","273.7","235.3","1971"
"Purugly","Scratch","Play Rough","10.49","203.6","235.1","1953"
"Cranidos","Zen Headbutt","Ancient Power","12.087","131.3","231.8","1820"
"Golbat","Wing Attack","Shadow Ball","10.068","225.9","230.6","1976"
"Masquerain","Air Slash","Silver Wind","10.178","217.9","229.8","2270"
"Vigoroth","Scratch","Body Slam","10.003","227.7","227.9","1968"
"Mightyena","Bite","Play Rough","10.438","199.1","226.4","1926"
"Quagsire","Water Gun","Earthquake","9.712","246","225.4","1992"
"Luxio","Spark","Wild Charge","11.474","148.9","225","1486"
"Gurdurr","Low Kick","Brick Break","10.054","221.4","225","2169"
"Klefki","Tackle","Play Rough","10.019","221.2","222.5","1949"
"Persian","Scratch","Return","10.444","194.8","222","1689"
"Gloom","Acid","Sludge Bomb","10.553","188","220.9","1681"
"Marshtomp","Water Gun","Surf","10.353","198.8","220.7","1776"
"Alolan Persian","Feint Attack","Foul Play","10.411","194.2","219.2","1771"
"Furfrou","Bite","Grass Knot","9.693","239.9","218.5","2111"
"Castform (Snowy)","Powder Snow","Weather Ball Ice","10.207","204","216.9","1632"
"Porygon","Tackle","Return","10.36","193.2","214.8","1720"
"Castform (Sunny)","Ember","Weather Ball Fire","10.159","203","212.9","1632"
"Swalot","Infestation","Sludge Bomb","9.233","267.6","210.6","1978"
"Seviper","Poison Jab","Poison Fang","10.439","185","210.5","2105"
"Beautifly","Infestation","Bug Buzz","11.157","148.7","206.5","1765"
"Charmeleon","Fire Fang","Flamethrower","10.616","172.4","206.3","1653"
"Watchog","Bite","Hyper Fang","10.323","187.5","206.3","1819"
"Probopass","Rock Throw","Rock Slide","8.811","301.5","206.2","2080"
"Frogadier","Bubble","Surf","10.955","155.9","205","1636"
"Vespiquen","Bug Bite","X-Scissor","9.357","248.9","203.9","2005"
"Dragonair","Dragon Breath","Return","10.327","183.8","202.5","1780"
"Butterfree","Bug Bite","Psychic","10.305","184.8","202.2","1827"
"Zweilous","Bite","Dark Pulse","10.036","199.5","201.7","1839"
"Tyrunt","Dragon Tail","Dragon Claw","10.603","168.6","200.9","1635"
"Eelektrik","Spark","Thunderbolt","10.291","184.3","200.9","1715"
"Exploud","Bite","Fire Blast","9.348","243.5","198.9","2347"
"Braixen","Ember","Flamethrower","10.377","175.4","196","1813"
"Gastly","Lick","Sludge Bomb","13.064","87","193.9","1229"
"Furret","Quick Attack","Hyper Beam","9.834","203.5","193.5","1758"
"Metang","Metal Claw","Psychic","9.621","216.8","193.1","1721"
"Emolga","Thunder Shock","Thunderbolt","10.459","165.9","189.9","1633"
"Rufflet","Wing Attack","Brave Bird","10.568","153.6","181.3","1491"
"Galarian Farfetch'd","Fury Cutter","Brave Bird","10.625","148.4","178","1674"
"Kricketune","Fury Cutter","X-Scissor","10.269","163.1","176.6","1653"
"Mawile","Fire Fang","Play Rough","10.135","166.8","173.6","1634"
"Dewgong","Frost Breath","Blizzard","8.752","258.9","173.6","1985"
"Alolan Raticate","Bite","Hyper Fang","9.28","213.3","170.5","1705"
"Dewott","Water Gun","Aqua Tail","9.882","176.1","169.9","1741"
"Sliggoo","Water Gun","Dragon Pulse","9.135","222.8","169.8","2037"
"Minun","Spark","Thunderbolt","9.662","188.1","169.6","1694"
"Misdreavus","Hex","Return","9.588","191.2","168.5","1926"
"Phione","Bubble","Bubble Beam","9.037","227.6","168","2105"
"Munchlax","Tackle","Body Slam","8.797","242.6","165.1","1892"
"Marowak","Mud Slap","Earthquake","9.13","216.5","164.8","1835"
"Magcargo","Rock Throw","Overheat","9.317","202.4","163.7","1702"
"Kecleon","Lick","Foul Play","9.073","218.4","163.1","2047"
"Gothorita","Confusion","Psychic","9.503","188.4","161.7","1604"
"Tranquill","Air Slash","Sky Attack","10.246","150.1","161.4","1442"
"Deoxys (Defense Forme)","Counter","Thunderbolt","8.143","296.4","160","2274"
"Ariados","Infestation","Megahorn","9.666","174.4","157.5","1772"
"Combusken","Ember","Flamethrower","10.041","154","155.9","1652"
"Mantine","Wing Attack","Aerial Ace","8.462","251.9","152.6","2108"
"Galarian Linoone","Snarl","Grass Knot","9.351","186.5","152.5","1662"
"Elgyem","Confusion","Psychic","10.403","133.7","150.5","1385"
"Alolan Grimer","Poison Jab","Sludge Bomb","10.003","149.4","149.5","1374"
"Grimer","Poison Jab","Sludge Bomb","10.003","149.4","149.5","1374"
"Gabite","Mud Shot","Dig","9.538","170.5","148","1874"
"Galarian Ponyta","Psycho Cut","Play Rough","9.912","148.5","144.6","1697"
"Teddiursa","Scratch","Return","10.312","131.4","144.1","1328"
"Quilava","Ember","Flamethrower","9.693","157.4","143.4","1653"
"Sableye","Shadow Claw","Foul Play","9.74","155.1","143.3","1476"
"Amaura","Frost Breath","Weather Ball Ice","9.556","163.6","142.8","1363"
"Cacnea","Sucker Punch","Grass Knot","11.089","104.1","141.9","1242"
"Nidorino","Poison Jab","Sludge Bomb","9.845","147.2","140.5","1393"
"Gligar","Wing Attack","Return","8.694","213.7","140.5","1857"
"Darumaka","Fire Fang","Fire Punch","10.168","133.3","140.1","1442"
"Monferno","Ember","Flamethrower","9.865","145.4","139.6","1574"
"Togetic","Steel Wing","Dazzling Gleam","8.925","195.4","138.9","1708"
"Lampent","Ember","Flame Burst","9.745","149.5","138.3","1708"
"Servine","Vine Whip","Grass Knot","9.129","179.9","136.8","1441"
"Abra","Zen Headbutt","Psyshock","11.707","85.1","136.5","1342"
"Linoone","Tackle","Grass Knot","9.085","181.2","135.9","1662"
"Dugtrio","Mud Slap","Earthquake","10.034","132.5","133.8","1567"
"Prinplup","Bubble","Hydro Pump","9.17","173.5","133.8","1701"
"Pupitar","Bite","Return","9.131","175.4","133.5","1766"
"Audino","Pound","Hyper Beam","8.144","246.5","133.1","1682"
"Wormadam (Plant Cloak)","Bug Bite","Bug Buzz","8.716","200.5","132.7","1773"
"Wormadam (Sandy Cloak)","Bug Bite","Bug Buzz","8.716","200.5","132.7","1773"
"Staravia","Quick Attack","Brave Bird","10.204","124.3","132","1299"
"Sealeo","Water Gun","Return","8.693","196.9","129.4","1714"
"Vanillish","Frost Breath","Ice Beam","9.424","154.1","129","1591"
"Aipom","Scratch","Return","9.76","138.5","128.7","1348"
"Litleo","Fire Fang","Flamethrower","9.583","146.1","128.6","1425"
"Nuzleaf","Feint Attack","Grass Knot","10.149","122.5","128","1227"
"Anorith","Scratch","Return","10.285","117.4","127.7","1529"
"Medicham","Counter","Dynamic Punch","8.968","176.7","127.4","1431"
"Flaaffy","Charge Beam","Thunderbolt","9.431","151.8","127.3","1521"
"Drilbur","Mud Slap","Drill Run","10.184","120.1","126.9","1376"
"Magnemite","Thunder Shock","Thunderbolt","10.558","107.6","126.7","1362"
"Doduo","Quick Attack","Drill Peck","11.022","94.5","126.5","1200"
"Quilladin","Vine Whip","Energy Ball","8.882","180.2","126.3","1719"
"Larvesta","Bug Bite","Bug Buzz","9.73","132.6","122.2","1496"
"Solosis","Zen Headbutt","Psyshock","10.573","102.8","121.5","1367"
"Krokorok","Bite","Earthquake","9.943","123.2","121","1418"
"Galarian Darumaka","Tackle","Ice Beam","9.769","128","119.3","1442"
"Floette","Vine Whip","Dazzling Gleam","8.979","164.5","119.1","1532"
"Lumineon","Waterfall","Blizzard","8.376","198.9","116.9","1814"
"Tirtouga","Water Gun","Surf","8.994","159.8","116.2","1488"
"Ponyta","Ember","Fire Blast","9.363","140.2","115.1","1697"
"Bayleef","Razor Leaf","Grass Knot","8.661","173.7","112.8","1454"
"Omanyte","Water Gun","Return","9.355","137.4","112.5","1544"
"Bellsprout","Vine Whip","Power Whip","10.867","87.1","111.8","1033"
"Carvanha","Bite","Return","12.012","64.4","111.6","1020"
"Krabby","Bubble","Bubble Beam","9.898","111.7","108.3","1561"
"Azumarill","Bubble","Play Rough","7.877","219.1","107.1","1588"
"Klang","Thunder Shock","Thunderbolt","8.296","185","105.6","1847"
"Pancham","Low Kick","Body Slam","8.149","194.6","105.3","1853"
"Axew","Scratch","Dragon Claw","9.733","113.6","104.8","1368"
"Illumise","Tackle","Bug Buzz","8.258","184.6","104","1771"
"Volbeat","Tackle","Bug Buzz","8.258","184.6","104","1771"
"Drifloon","Hex","Shadow Ball","9.1","133.2","100.4","1197"
"Rhyhorn","Mud Slap","Bulldoze","8.38","169.3","99.6","1651"
"Yanma","Wing Attack","Aerial Ace","9.244","124.5","98.3","1470"
"Zorua","Feint Attack","Foul Play","10.305","89.8","98.2","1175"
"Palpitoad","Bubble","Earth Power","8.733","147.3","98.1","1392"
"Herdier","Lick","Play Rough","8.645","150.6","97.3","1583"
"Wailmer","Water Gun","Heavy Slam","8.715","146.6","97","1468"
"Scraggy","Feint Attack","Foul Play","8.851","137.2","95.2","1372"
"Smoochum","Pound","Ice Beam","9.745","102.5","94.9","1291"
"Houndour","Feint Attack","Flamethrower","9.928","96.5","94.5","1234"
"Pawniard","Fury Cutter","Iron Head","9.258","118.5","94.1","1433"
"Mienfoo","Low Kick","Focus Blast","9.525","106.8","92.3","1389"
"Alolan Geodude","Rock Throw","Thunderbolt","9.047","124.6","92.3","1293"
"Oddish","Acid","Sludge Bomb","9.245","116.5","92.1","1228"
"Diggersby","Quick Attack","Hyper Beam","7.753","194.8","90.8","1509"
"Snubbull","Bite","Dazzling Gleam","9.348","110.3","90.1","1237"
"Croconaw","Water Gun","Water Pulse","8.255","160.1","90","1722"
"Jumpluff","Infestation","Solar Beam","7.597","204.6","89.7","1636"
"Magby","Karate Chop","Flamethrower","9.425","106.6","89.3","1323"
"Machop","Karate Chop","Return","9.14","115.1","87.8","1278"
"Espurr","Confusion","Psychic","8.63","133.7","85.9","1259"
"Trapinch","Mud Shot","Return","9.818","90.6","85.8","1274"
"Wartortle","Water Gun","Hydro Pump","8.094","160.4","85.1","1488"
"Pumpkaboo - Super Size","Razor Leaf","Grass Knot","8.569","134.9","84.9","1250"
"Stunky","Bite","Sludge Bomb","9.03","115.1","84.8","1151"
"Pumpkaboo - Large Size","Razor Leaf","Grass Knot","8.649","130.7","84.6","1244"
"Geodude","Rock Throw","Rock Slide","8.816","121.4","83.2","1293"
"Elekid","Thunder Shock","Thunderbolt","9.202","105.9","82.5","1206"
"Fletchinder","Steel Wing","Aerial Ace","8.598","129","82","1469"
"Pumpkaboo - Average Size","Razor Leaf","Grass Knot","8.669","124.5","81.1","1222"
"Nidorina","Poison Sting","Sludge Bomb","8.247","144.5","81","1309"
"Bulbasaur","Vine Whip","Power Whip","8.963","112.1","80.7","1115"
"Clauncher","Water Gun","Crabhammer","8.697","121.1","79.7","1088"
"Dunsparce","Bite","Rock Slide","7.594","180.9","79.2","1689"
"Slowpoke","Water Gun","Psychic","8.21","142.9","79.1","1226"
"Bonsly","Rock Throw","Rock Slide","8.412","131.3","78.2","1302"
"Pumpkaboo - Small Size","Razor Leaf","Grass Knot","8.689","119","78.1","1202"
"Delcatty","Feint Attack","Wild Charge","8.058","148.5","77.7","1496"
"Vibrava","Dragon Breath","Return","8.961","107.8","77.5","1225"
"Poliwhirl","Bubble","Return","8.122","138.5","74.2","1419"
"Lombre","Bubble","Grass Knot","8.245","130.3","73.1","1197"
"Phantump","Tackle","Shadow Ball","8.903","102.1","72","1123"
"Koffing","Acid","Sludge Bomb","8.378","122.4","72","1214"
"Karrablast","Fury Cutter","X-Scissor","9.03","97.2","71.5","1182"
"Vullaby","Feint Attack","Brave Bird","7.735","154.6","71.5","1271"
"Natu","Quick Attack","Drill Peck","9.234","90","70.8","1102"
"Alolan Sandshrew","Metal Claw","Blizzard","8.244","125.2","70.1","1293"
"Honedge","Fury Cutter","Iron Head","8.222","125.7","69.8","1390"
"Growlithe","Bite","Flamethrower","8.704","105","69.3","1243"
"Lickitung","Lick","Hyper Beam","7.374","172.7","69.3","1411"
"Loudred","Bite","Stomp","8.36","118.1","69","1327"
"Aron","Metal Claw","Return","7.973","131.2","66.5","1307"
"Treecko","Pound","Grass Knot","8.943","91.3","65.3","1053"
"Spoink","Zen Headbutt","Shadow Ball","7.949","128.5","64.5","1334"
"Lileep","Acid","Grass Knot","7.479","154.2","64.5","1291"
"Dusclops","Hex","Return","7.229","168.6","63.7","1591"
"Pikachu Libre","Thunder Shock","Flying Press","8.933","86.7","61.8","938"
"Mankey","Karate Chop","Cross Chop","9.066","82.4","61.4","1164"
"Exeggcute","Confusion","Psychic","7.768","128.3","60.1","1175"
"Timburr","Low Kick","Brick Break","8.074","112","59","1315"
"Corsola","Bubble","Power Gem","7.44","142.1","58.5","1378"
"Swadloon","Bug Bite","Bug Buzz","7.37","145.8","58.4","1370"
"Carbink","Rock Throw","Rock Slide","6.551","207.3","58.3","1467"
"Froakie","Bubble","Surf","8.477","92.6","56.4","1073"
"Kabuto","Scratch","Ancient Power","8.157","102.7","55.7","1370"
"Mime Jr.","Confusion","Psychic","8.448","92","55.5","1095"
"Farfetch'd","Cut","Leaf Blade","7.918","111.4","55.3","1236"
"Whirlipede","Bug Bite","Sludge Bomb","7.461","131.4","54.6","1144"
"Croagunk","Poison Jab","Sludge Bomb","8.716","82","54.3","952"
"Roggenrola","Smack Down","Power Gem","7.895","110.3","54.3","1205"
"Turtwig","Razor Leaf","Seed Bomb","7.88","110.1","53.9","1187"
"Mudkip","Water Gun","Return","8.261","94.1","53.1","1128"
"Skrelp","Acid","Sludge Bomb","7.972","104.3","52.8","1063"
"Chinchou","Spark","Thunderbolt","7.63","116.2","51.6","1119"
"Sandshrew","Scratch","Return","7.742","110.3","51.2","1261"
"Dwebble","Smack Down","X-Scissor","7.621","115","50.9","1224"
"Bagon","Bite","Return","8.284","88.8","50.5","1156"
"Ledian","Bug Bite","Bug Buzz","6.923","150.1","49.8","1346"
"Torchic","Scratch","Flamethrower","8.353","84.6","49.3","1093"
"Sandile","Bite","Crunch","8.624","76.4","49","1037"
"Deerling","Tackle","Seed Bomb","7.738","105","48.7","1135"
"Eevee","Quick Attack","Last Resort","7.626","109.9","48.7","1071"
"Bastiodon","Iron Tail","Stone Edge","6.081","216","48.6","1539"
"Psyduck","Water Gun","Return","8.039","93.3","48.5","1106"
"Corphish","Bubble","Bubble Beam","8.131","90.1","48.4","1230"
"Skiddo","Zen Headbutt","Seed Bomb","7.584","110.8","48.3","1250"
"Mareep","Thunder Shock","Thunderbolt","8.217","86.3","47.9","991"
"Flying Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Pikachu","Thunder Shock","Wild Charge","8.366","81.2","47.5","938"
"Hippopotas","Bite","Dig","7.272","123.5","47.5","1358"
"Kirlia","Confusion","Psychic","8.361","79.8","46.7","966"
"Chespin","Vine Whip","Seed Bomb","7.627","104.4","46.3","1096"
"Spearow","Quick Attack","Sky Attack","8.995","63.2","46","798"
"Electrike","Spark","Thunderbolt","8.523","74.3","46","965"
"Buneary","Pound","Fire Punch","7.619","102.1","45.2","1258"
"Pineco","Bug Bite","Return","7.464","107.9","44.8","1108"
"Dratini","Dragon Breath","Return","8.168","81.7","44.5","1004"
"Paras","Bug Bite","Seed Bomb","8.158","81.3","44.2","1018"
"Riolu","Counter","Cross Chop","8.434","73.5","44.1","993"
"Spritzee","Charm","Thunderbolt","7.044","125.8","44","1252"
"Snover","Ice Shard","Ice Beam","7.459","105.6","43.8","1159"
"Clamperl","Water Gun","Ice Beam","7.588","99.5","43.5","1270"
"Golett","Mud Slap","Shadow Punch","7.681","95.8","43.4","1189"
"Delibird","Quick Attack","Ice Punch","8.011","83.5","42.9","1094"
"Munna","Zen Headbutt","Psyshock","7.352","108.1","42.9","1145"
"Staryu","Water Gun","Bubble Beam","8.012","82.6","42.5","1157"
"Deino","Dragon Breath","Dragon Pulse","7.755","90.7","42.3","1062"
"Tepig","Ember","Flamethrower","7.649","94.5","42.3","1083"
"Pachirisu","Spark","Thunderbolt","6.61","145.8","42.1","1213"
"Dustox","Struggle Bug","Sludge Bomb","6.689","139.7","41.8","1224"
"Shuppet","Feint Attack","Return","8.511","67.1","41.4","1018"
"Oshawott","Water Gun","Aqua Tail","7.799","87.1","41.3","1046"
" Flabébé","Vine Whip","Dazzling Gleam","7.46","99.2","41.2","1063"
"Cubchoo","Charm","Ice Punch","8.014","79.7","41","1069"
"Pidgeotto","Wing Attack","Aerial Ace","7.236","105.5","40","1194"
"Helioptile","Quick Attack","Discharge","8.113","74.3","39.7","933"
"Blitzle","Spark","Thunderbolt","8.419","66","39.4","882"
"Ekans","Acid","Sludge Bomb","7.967","78","39.4","927"
"Shinx","Spark","Thunderbolt","8.36","65.5","38.3","876"
"Chikorita","Vine Whip","Grass Knot","7.279","99","38.2","935"
"Vulpix","Quick Attack","Weather Ball Fire","7.621","85.9","38","883"
"Voltorb","Spark","Thunderbolt","7.53","88.9","37.9","1010"
"Foongus","Feint Attack","Grass Knot","7.267","98.9","37.9","979"
"Panpour","Water Gun","Surf","7.539","86.7","37.1","956"
"Goldeen","Mud Shot","Aqua Tail","7.373","91.5","36.7","1152"
"Joltik","Sucker Punch","Discharge","7.412","88.4","36","1023"
"Venonat","Bug Bite","Return","7.164","97.2","35.7","1004"
"Chansey","Pound","Hyper Beam","5.171","257.6","35.6","1255"
"Woobat","Confusion","Psyshock","7.298","90.2","35","1016"
"Alolan Vulpix","Powder Snow","Weather Ball Ice","7.461","84.1","34.9","883"
"Fennekin","Scratch","Flamethrower","7.489","82.1","34.5","1028"
"Drowzee","Confusion","Psychic","6.627","118","34.3","1040"
"Petilil","Hidden Power (Grass)","Seed Bomb","7.529","79.2","33.8","1030"
"Larvitar","Bite","Return","7.37","84","33.6","1040"
"Gothita","Confusion","Psychic","7.168","90.3","33.3","951"
"Gible","Mud Shot","Dig","7.346","83.8","33.2","1112"
"Pansage","Vine Whip","Seed Bomb","7.329","84.3","33.2","956"
"Horsea","Water Gun","Bubble Beam","7.662","73.4","33","1056"
"Galarian Meowth","Metal Claw","Gyro Ball","7.343","82.9","32.8","1035"
"Buizel","Water Gun","Water Pulse","7.712","70.7","32.4","1054"
"Chingling","Zen Headbutt","Shadow Ball","7.386","79.9","32.2","1005"
"Nidoran♂","Poison Sting","Sludge Bomb","7.694","70.5","32.1","860"
"Charmander","Scratch","Flamethrower","7.529","75","32","980"
"Frillish","Bubble","Ice Beam","6.616","110.1","31.9","1257"
"Skiploom","Tackle","Grass Knot","6.776","102.2","31.8","976"
"Chimchar","Scratch","Flamethrower","7.461","74.3","30.8","957"
"Cyndaquil","Ember","Flamethrower","7.454","74.3","30.8","980"
"Vanillite","Powder Snow","Ice Beam","7.311","78.6","30.7","1033"
"Piplup","Pound","Drill Peck","7.006","89.3","30.7","1075"
"Clefairy","Pound","Moonblast","6.618","105.6","30.6","1155"
"Skorupi","Infestation","Sludge Bomb","6.631","103.1","30.1","1009"
"Phanpy","Tackle","Bulldoze","6.448","112.3","30.1","1206"
"Mantyke","Bubble","Aerial Ace","6.282","120.9","30","1248"
"Yamask","Astonish","Shadow Ball","6.769","96","29.8","982"
"Glameow","Scratch","Play Rough","7.302","73.7","28.7","934"
"Shellder","Tackle","Return","6.949","84.1","28.2","1080"
"Numel","Ember","Bulldoze","7.082","78.5","27.9","1057"
"Spheal","Water Gun","Return","6.724","91.6","27.9","962"
"Sewaddle","Bug Bite","Seed Bomb","6.708","92.5","27.9","977"
"Onix","Rock Throw","Rock Slide","5.993","129.4","27.9","1101"
"Jigglypuff","Pound","Play Rough","7.189","74.3","27.6","724"
"Totodile","Water Gun","Water Pulse","6.765","88.5","27.4","1131"
"Rattata","Quick Attack","Return","7.918","54.6","27.1","734"
"Meltan","Thunder Shock","Thunderbolt","6.955","79.8","26.8","1068"
"Snorunt","Powder Snow","Avalanche","6.912","80.2","26.5","888"
"Cherubi","Tackle","Seed Bomb","7.062","75","26.4","950"
"Alolan Meowth","Bite","Foul Play","7.399","64.5","26.1","797"
"Pansear","Fire Spin","Flame Burst","6.904","79.4","26.1","956"
"Ducklett","Water Gun","Brave Bird","6.632","88.4","25.8","856"
"Meowth","Scratch","Return","7.365","64.2","25.6","748"
"Budew","Razor Leaf","Grass Knot","6.842","79.5","25.5","856"
"Bergmite","Bite","Icy Wind","6.348","95.8","24.5","1215"
"Patrat","Tackle","Hyper Fang","7.265","63.4","24.3","791"
"Cubone","Mud Slap","Return","6.167","103.4","24.3","1019"
"Gourgeist - Small Size","Razor Leaf","Shadow Ball","5.523","144.4","24.3","1042"
"Litwick","Ember","Flame Burst","6.656","79.3","23.4","1006"
"Trubbish","Pound","Gunk Shot","6.319","91.3","23","1000"
"Slugma","Rock Throw","Flame Burst","7.295","58.8","22.8","895"
"Lillipup","Tackle","Thunderbolt","6.862","68.8","22.2","915"
"Swirlix","Tackle","Draining Kiss","6.04","97.2","21.4","1179"
"Nosepass","Rock Throw","Rock Slide","5.82","108.7","21.4","993"
"Minccino","Pound","Thunderbolt","6.695","71.1","21.3","872"
"Alolan Rattata","Quick Attack","Hyper Fang","7.444","51.4","21.2","734"
"Nidoran♀","Poison Sting","Sludge Bomb","6.538","76","21.2","816"
"Remoraid","Water Gun","Water Pulse","7.321","53.8","21.1","912"
"Goomy","Water Gun","Dragon Pulse","6.372","80.3","20.8","976"
"Seel","Water Gun","Aqua Tail","5.919","99.4","20.6","971"
"Spinarak","Bug Bite","Cross Poison","7.048","58.1","20.3","816"
"Starly","Quick Attack","Brave Bird","7.36","50.3","20.1","719"
"Snivy","Vine Whip","Seed Bomb","6.343","76.8","19.6","849"
"Shellos","Mud Slap","Body Slam","5.868","96.8","19.5","1136"
"Squirtle","Bubble","Return","6.171","82.7","19.4","946"
"Poliwag","Bubble","Return","6.698","60.9","18.3","829"
"Spinda","Sucker Punch","Dig","5.865","90.6","18.3","1220"
"Barboach","Water Gun","Aqua Tail","6.497","66.5","18.2","819"
"Ferroseed","Metal Claw","Iron Head","5.713","95.7","17.8","941"
"Shroomish","Tackle","Grass Knot","5.857","86.4","17.4","810"
"Tentacool","Bubble","Bubble Beam","5.793","89","17.3","1040"
"Venipede","Bug Bite","Sludge Bomb","6.561","60.7","17.1","706"
"Makuhita","Tackle","Cross Chop","6.552","59.9","16.9","817"
"Pidove","Quick Attack","Aerial Ace","6.408","64.2","16.9","848"
"Finneon","Water Gun","Ice Beam","5.926","80.8","16.8","971"
"Whismur","Pound","Stomp","6.976","48.8","16.6","671"
"Taillow","Quick Attack","Aerial Ace","6.936","49.4","16.5","765"
"Purrloin","Sucker Punch","Dark Pulse","6.645","55.2","16.2","772"
"Bidoof","Tackle","Hyper Fang","6.295","64.6","16.1","721"
"Inkay","Tackle","Night Slash","5.991","71.8","15.4","927"
"Wobbuffet","Counter","Return","4.635","154.5","15.4","1026"
"Surskit","Bug Bite","Signal Beam","6.33","60.5","15.3","791"
"Gulpin","Pound","Gunk Shot","5.655","83.7","15.1","866"
"Binacle","Scratch","Ancient Power","5.795","74.9","14.6","946"
"Shieldon","Iron Tail","Heavy Slam","5.382","91.8","14.3","890"
"Fletchling","Quick Attack","Aerial Ace","6.228","58.7","14.2","800"
"Wingull","Water Gun","Ice Beam","6.599","47","13.5","765"
"Skitty","Tackle","Wild Charge","6.08","60.3","13.5","739"
"Zubat","Bite","Sludge Bomb","6.319","52.1","13.1","667"
"Alolan Diglett","Metal Claw","Mud Bomb","6.923","37.8","12.6","681"
"Diglett","Mud Slap","Mud Bomb","6.869","36.4","11.8","676"
"Cottonee","Razor Leaf","Grass Knot","5.619","66.3","11.8","700"
"Hoothoot","Peck","Sky Attack","5.557","67.5","11.6","677"
"Poochyena","Snarl","Crunch","6.439","42.8","11.4","678"
"Klink","Volt Switch","Discharge","5.468","69.7","11.4","956"
"Tympole","Bubble","Water Pulse","5.744","56.3","10.7","839"
"Nincada","Bug Bite","Bug Buzz","5.508","64.1","10.7","768"
"Unown","Hidden Power (Psychic)","Struggle","5.521","60.5","10.2","1185"
"Igglybuff","Pound","Shadow Ball","6.026","43.6","9.5","535"
"Sentret","Scratch","Grass Knot","5.907","45.5","9.4","618"
"Seedot","Quick Attack","Grass Knot","5.752","49.6","9.4","598"
"Pidgey","Tackle","Aerial Ace","5.775","47.6","9.2","680"
"Swinub","Tackle","Rock Slide","5.643","50","9","741"
"Luvdisc","Water Gun","Water Pulse","5.032","69.9","8.9","848"
"Galarian Yamask","Astonish","Night Shade","4.986","70.7","8.8","982"
"Noibat","Wing Attack","Dragon Pulse","5.707","47","8.7","667"
"Cleffa","Pound","Grass Knot","5.446","54","8.7","671"
"Shelmet","Infestation","Bug Buzz","4.785","78.2","8.6","834"
"Meditite","Confusion","Psyshock","5.405","53.5","8.5","693"
"Swablu","Peck","Aerial Ace","4.863","70.9","8.2","824"
"Wooper","Water Gun","Mud Bomb","5.463","49.4","8.1","641"
"Hoppip","Tackle","Grass Knot","5.38","51.3","8","600"
"Ledyba","Bug Bite","Aerial Ace","5.029","62.7","8","728"
"Baltoy","Confusion","Dig","4.92","64.1","7.6","787"
"Ralts","Confusion","Return","5.752","33.7","6.4","539"
"Beldum","Take Down","Return","4.581","63.1","6.1","976"
"Togepi","Peck","Dazzling Gleam","4.728","54.2","5.7","657"
"Slakoth","Yawn","Body Slam","4.618","58.3","5.7","1002"
"Duskull","Hex","Return","4.609","56.6","5.5","706"
"Pichu","Thunder Shock","Thunderbolt","5.822","27.5","5.4","473"
"Weedle","Bug Bite","Return","5.4","32.9","5.2","456"
"Lotad","Water Gun","Bubble Beam","4.954","42.7","5.2","598"
"Zigzagoon","Tackle","Grass Knot","4.596","39.7","3.9","508"
"Galarian Zigzagoon","Tackle","Body Slam","4.571","39.5","3.8","508"
"Bronzor","Tackle","Heavy Slam","3.681","70.8","3.5","603"
"Tynamo","Tackle","Struggle","4.503","36.6","3.3","811"
"Combee","Bug Bite","Bug Buzz","4.468","35.6","3.2","494"
"Sunkern","Cut","Grass Knot","4.841","27.5","3.1","395"
"Kakuna","Bug Bite","Return","4.292","38.3","3","432"
"Bunnelby","Quick Attack","Earthquake","4.389","34.7","2.9","553"
"Tyrogue","Tackle","Brick Break","4.469","30.9","2.8","492"
"Shedinja","Shadow Claw","Aerial Ace","7.116","7","2.5","393"
"Marill","Tackle","Aqua Tail","3.319","46.5","1.7","461"
"Wynaut","Counter","Mirror Coat","3.134","50.8","1.6","534"
"Wurmple","Bug Bite","Struggle","3.728","27.4","1.4","578"
"Cascoon","Bug Bite","Struggle","3.174","30.8","1","553"
"Silcoon","Bug Bite","Struggle","3.174","30.8","1","553"
"Happiny","Pound","Psychic","2.803","42.9","0.9","371"
"Scatterbug","Bug Bite","Struggle","3.292","23.3","0.8","492"
"Azurill","Bubble","Body Slam","3.063","27.8","0.8","364"
"Shuckle","Rock Throw","Return","2.258","64.4","0.7","405"
"Burmy","Tackle","Struggle","2.8","25.7","0.6","488"
"Smeargle","Tackle","Struggle","2.737","30","0.6","431"
"Spewpa","Bug Bite","Struggle","2.703","27.9","0.6","479"
"Caterpie","Bug Bite","Struggle","2.978","20.7","0.5","437"
"Kricketot","Bug Bite","Struggle","2.585","20.6","0.4","401"
"Metapod","Bug Bite","Struggle","2.585","25.9","0.4","450"
"Feebas","Tackle","Mirror Coat","2.333","16.2","0.2","274"
"Ditto","Transform","Struggle","1.513","16.6","0.1","832"
